License_Plate;In_Use;Capacity
TK9848DXE2QV;1;18329167
KR7576PYN842;1;11783206
BI52981936XP;1;19246524
BI7010I5JB82;1;13642960
WA3057Z54LJG;0;15307201
BI927594JDHF;1;12494660
CZ4509BTCC3G;1;14318268
WA89716QMD8S;1;12324905
LU95018C9EBC;1;16492232
LU5389714DUJ;1;15469062
CZ62864G369D;1;18400272
WA8711FNIO5X;1;17468722
WA36536VUJ8W;1;5797600
WA89078URKU0;1;9141927
LU38570IQZMA;1;10888747
PO8989M2MRWL;1;11893123
WA8035IS8PE4;1;15795864
CZ2317IN571K;1;6364432
BI777163JW5Q;0;6266522
LU33029V7YGJ;1;12001521
TK851723GN9I;1;7504311
CZ23649KNTAE;1;15554659
KR5618LA8069;1;17640690
PO7558O3EHTK;1;9433109
WA817569UM9Y;1;15690740
LU4557ZSDL0J;1;6946403
BI0345IQXM6D;1;14667263
GD54551SS6J0;1;10407766
CZ2751IK5DI3;1;7375538
TK3272DRUGES;1;6397632
CZ7299QRRX7M;1;15811272
GD4388UXKHDY;1;15603482
KR3085D7F50I;1;16433711
GD4563P539A0;1;19515939
LU3856JMELDP;1;15282376
GD7424Z5UPVK;1;13589142
BI36282HTD5F;0;6677266
TK39297WJWQY;1;15278159
GD4343VF68LR;0;13638849
KR3719YTYPQQ;1;6177983
GD90033JX1JW;1;14792650
KR3626ND1XLI;1;10369168
GD90698HH3X8;1;8010770
GD3936OG6J6F;1;14342940
GD17804BWD5P;0;12825501
WA675129CD9U;1;18878223
LU9195PEV984;1;11663079
WA0428JEFSYQ;1;12987576
BI7323DWY482;1;6682532
LU0773WSMEDL;1;9231418
CZ0475D4BWH0;1;15340210
TK6148VWNMC6;1;17736808
WA8759V6KHFB;1;16876544
GD8585DUFUEB;0;18595459
GD3308QF15HO;1;15286622
KR7450ZTQQ04;1;13910972
LU2540SQQJCW;0;14855852
BI8555DZFE7Y;1;19342517
WA90533DM53T;1;12779338
TK6166B54T5E;1;9114015
LU8217170SXN;1;8581673
LU32433KRAMI;1;14791551
WA5038UQNC1C;1;12402760
PO9097908SW8;1;13577332
CZ2993YB0UO4;1;9126696
TK3283F1LEDA;1;11126550
TK8799FTKL5A;1;12273174
GD6673JWAFSS;1;11856588
TK74270JCTHR;1;14962177
PO30120YLV2C;1;10221415
PO8715160B5U;1;14738074
WA3905HA9L1U;1;10574302
TK51692N2YPE;1;7938166
CZ5951BFE7KW;1;12356059
BI098267B0WP;1;12890323
BI6038VM7W80;1;19139632
PO28600TA3VA;1;5200450
CZ4561QYQAQQ;1;8000491
KR69357KD4FF;1;16706158
WA91438SN3FY;1;19360447
GD2099P6GE5Q;1;18839472
LU878049OU0K;1;18796259
BI77861DS0VY;1;13886252
LU25606NZI07;1;18454701
TK4106LWQ0HT;1;11425192
LU3747608MN8;1;6070024
BI4993NO6IDD;1;14102774
BI0560RZAFYK;1;10526179
CZ6181UQTHUT;1;11682011
TK99326Q0ZZA;1;14788159
LU54341BG7VB;1;6815585
WA4665TJ78PX;1;13197380
PO30637ZDZBY;1;19154536
PO5812UJWD2D;0;14723590
KR4419J9V2WF;1;11792156
KR653275N4QP;1;14719370
BI5759W7KIAB;1;14734672
PO0429I49U1X;1;9345159
TK9433ZSBJLB;1;11311385
KR0215D0LY1V;1;8255829
WA8119RCOFRO;0;15781585
TK6164UIQDEB;1;7036790
CZ5252FVN7UZ;1;7619660
TK43621JG4AQ;1;6645235
WA332746G3TD;1;18446510
LU87116BKUXF;0;8009490
KR05301DZS5D;1;11707103
LU8874GB5A52;1;13123607
TK7309VMXE14;1;7434943
BI4847WJZLAU;1;6910261
TK816329TQ5B;1;13418738
TK0443FHHJME;1;8167258
TK71153UWJ8L;0;6171991
PO7381FIVTCH;1;15608911
LU42114SV4JZ;1;5730922
TK6303TRWGIO;1;16482004
BI2973G8ISPR;1;12139126
CZ5674ARQJ2S;1;11577259
WA8062AV04UP;1;6299411
BI72349AXQOP;1;9641971
CZ4813GNVYPA;1;5583585
PO4490K4EWHF;1;13749579
WA9489VUTVDN;1;10322811
BI9449IGJEOA;1;16388745
KR3892E0NB8D;1;16478202
BI192773P8ST;1;16987411
BI0193QQC7CR;1;7507219
CZ65984N0DOL;1;7104275
CZ8079H1EOJ3;1;13770230
LU06810WYRWV;1;7785888
PO7553YIUYY7;1;16312082
BI94842QGID0;1;11550412
KR5292B6TCQA;1;9983043
LU7267XXONH1;1;7722715
PO26911M10ET;0;6421669
PO7259ZPUVVJ;1;9098919
LU8426RJV4PL;1;17938787
GD7510SXBA2D;0;17223909
BI7124XAJ1CD;1;14113484
WA14390CUBCA;1;8123575
PO2997UQLQZ2;1;7097180
KR8403GL9SBF;0;6588577
BI388619174J;0;16951857
WA8040ZCE1S4;1;8965802
PO01956PN0YC;0;10677035
LU9322E194NX;1;17521763
GD2135MBHIAZ;0;17292898
GD8596YS31XH;0;10190406
WA03691OHDLW;1;16595808
TK5400P1UBYR;1;6219674
KR87826GNI3Q;1;6649604
LU60282GVKJV;1;8044954
WA2176EJ8TFT;1;9327784
GD8772PIGURZ;1;8255262
BI05818OWNX2;1;9087032
WA4091F8U99H;1;16102702
PO4966ETUJ7A;1;18859202
PO7655ZSFNST;1;19589216
CZ1903BUW3B9;1;6209565
PO6844ULUNR6;1;15911137
WA4127KTLIJF;0;5071857
KR6891FYQ0SI;1;14635798
GD0312BAJSOZ;1;18837550
KR041010784B;1;11795985
BI2010JY84MA;1;14371781
TK43384H99ZN;1;7147289
PO7756B856P6;1;11455305
PO9936I6AV3P;0;12644910
LU6517NYB4E8;1;13869563
WA9792MQ7X25;1;11084915
CZ6421LB0T3N;1;10122013
CZ97959PFX5P;0;8415382
PO8132LN6HJR;0;14069480
PO2040HO1KAB;1;17899307
PO0227UY4BHH;1;15174050
PO5653APFN0L;1;13796213
LU5088BR90YN;1;19152700
GD931974XDIM;1;6603697
LU9724TKVPCP;1;12916931
GD0129ZULO4G;1;13483812
BI6476BQGH9I;1;11348889
WA4623HG1LKO;1;8790267
WA22682DRH64;1;12933548
TK4943GANUDC;1;12957821
BI6186F7AGIN;1;12194408
KR9177JKTCLG;1;8705466
GD81798ML44W;1;9906621
LU407965GR1X;1;14699917
KR6545PIJWCM;1;10914611
CZ1800SM18ZQ;1;18059508
LU4273NOI7NU;1;16822845
PO7862ZVV40L;0;17778527
PO0190UYVEN2;1;5327674
PO24945FHN4E;0;14339303
TK7851S63UJK;0;19997326
LU72998RBUKM;1;12386781
BI1020SJI68B;1;18487183
GD0009PKBWEQ;1;11968408
KR2820PLOE34;1;10072638
KR14991M9K8M;1;9301019
LU1478UI2AX9;1;16811216
CZ6303TTW47N;1;14479622
LU119365UHOA;1;8052862
KR4875FY62WI;1;12892638
CZ4270EDKVZ3;1;5639198
PO2216V99WUY;0;11193939
TK34022PIDIY;1;5644097
TK63666G13XV;1;11880599
CZ97027AC6NY;1;11158970
GD78223TOOES;1;10706938
GD9292HBAXQ3;1;16503328
KR8612CXLZ3B;1;14995995
LU1045XQCM90;0;19182778
WA6763T9HPHJ;1;7493265
GD3870ASY07I;1;19264553
WA7464R2Z9ZK;1;9160511
KR9792L8GR23;1;8009978
CZ9948AFPTKI;1;9362399
LU06597WVL2U;1;17765407
LU6855K31QES;0;9037868
PO6911BVJKM4;1;6181245
KR53239A3ZSR;1;18408675
PO3502ONDH8J;1;12890538
WA5834RCLA11;1;7402204
BI7336HVOXWJ;1;11076289
LU57897BZ9PD;1;5649517
GD2298Q17GMO;1;14776742
TK4916RLTLRY;1;19935006
PO1783Y490JJ;1;15876751
WA1384UQB2GB;1;15457101
WA4109UBCH22;0;11299321
PO07589NGE7T;1;12234477
TK97500L7D7B;1;18224290
PO8291LUT4WX;1;5216878
KR7093RF1GY5;1;6792705
LU7888KJJATR;1;5198640
PO3594N1GTZD;1;16891603
WA2539HSDSBD;1;16321689
TK1019PZL6JH;1;13996394
PO1065UTE1RX;1;5204805
BI5114XS3B4Q;1;16211585
TK7783JIIK5Y;1;5714775
TK577422C00J;1;9157663
LU5511NA2BCV;1;9536615
GD5268WQ1QPJ;1;9266651
PO1509318TNF;1;17887971
CZ7067T74XPT;1;19316289
BI397284KJDB;1;19050977
WA5168B6LQNT;1;9922290
PO1833VX1XDI;1;13454753
GD4532EGVCLQ;1;7756004
TK2102H6M716;0;9979591
WA1250FIM4VB;0;6543508
TK4280D1V7FN;1;11787782
TK141491MKHM;1;19832502
TK2031BA735A;1;7670251
TK6163GZLVNK;1;16005638
BI4005QP1O97;1;14591972
WA4980UEWRVT;1;9818303
LU4818GUE3NQ;1;14337616
BI1128ML7RWW;1;19479085
WA6811JMDBE3;1;5386664
WA8585KQANP9;1;10309712
GD4285T4KNCS;1;13955204
KR5099HQWL63;1;14754874
KR55197QEZYU;1;15001921
LU9844S5FONN;1;5096262
WA8121TU5WKH;1;14979982
LU6739917QID;0;8664537
WA8849N0SQP9;1;5706735
GD0715AD7NBU;1;18904866
TK0480G2EQIR;1;11803008
CZ2864QGI8FJ;1;14399076
KR09361Q1LK5;1;7330939
GD95633SE5DH;1;13765816
KR8088EK0FPQ;1;15803290
PO4432Z9VK2D;1;5443044
TK3870YC0J3Y;1;19502071
WA2847OX33Y9;1;14305168
BI237558NEB0;1;13935955
BI24520CBVPH;0;11273249
LU9521D17D44;1;14766026
TK21598NU91P;1;6090192
BI2870VCZODE;1;12706414
WA2219FH73Z0;1;7858334
TK69377AQJN5;1;15036982
CZ78677XB37Z;1;15425324
PO13265M22CW;1;15171195
GD9254G0J9YW;1;16895297
CZ6939E9F2LD;1;7364668
GD4302URI59T;1;7090294
PO6314OFTS53;1;16239490
GD4572W1LDJL;1;8129230
TK40082PPEDM;1;6464429
TK1788AEN2NT;1;7899962
WA58744PHNY2;1;7294117
CZ8536HDW1KR;1;13457490
PO18289SY7PL;1;10554610
BI0307DARTC9;0;16227736
TK5727ZTKF73;1;5704844
WA7926UHMRDX;1;16632218
CZ9352DFQGRG;0;12910868
WA3743GEF9GZ;1;5348765
BI50084JM47M;1;18520348
PO06160NCRM1;1;12186399
WA3710Q70VIE;1;12915942
CZ5272O9VXU3;0;17029338
WA57777ERDWC;1;8740450
LU80926SGVH5;1;7624839
WA0605SU4GHE;1;5021157
KR3265AGOOLB;1;7939817
GD2108536P1L;0;14361004
WA8695BCTYAM;1;11975478
WA5168TO3QAH;1;17280891
WA51779GRUKA;1;9740345
PO5211V68BFI;1;6357339
CZ0897Y82N0E;1;5681580
WA91221EXVSM;1;11694562
BI066462U8XZ;1;14774893
WA3192O59ENK;1;17852809
KR2721SNWD1V;1;16251463
KR7139UI4TW7;1;15532349
WA9510ZFW79V;1;9847488
KR31300X2I10;1;13438380
KR68080060TT;1;16511073
BI5732K7GUCT;1;7416845
GD8882FUY1Q9;1;5036359
PO8627TJNSW2;1;6043779
KR7361WK1R3F;1;16186684
PO3138DBYEMF;1;15066292
TK6436979WGI;1;12446917
TK8711VAOT9L;1;6481307
PO5006XJU1IK;1;12755316
CZ2621CTL5N1;1;18324666
WA55658UKB58;1;19812968
TK43942SG6LH;1;11280972
GD55619L6GSG;1;16975751
GD7678GYAJPP;1;19758530
CZ8496751TQA;0;7641352
KR43348YQT7N;1;18623002
WA3340QD7IVQ;1;9388903
GD5689GJMOCE;1;12818303
PO8954RZWL50;1;6365844
WA3847DEU7OR;1;17326540
WA6520REK6CE;1;12345070
CZ2826DU90WK;1;7494790
CZ0923ISSQ6W;1;5154728
CZ65206B38HT;1;12639902
WA91596KWWLV;1;11191240
LU115480UMPP;1;18659931
BI1848M8QCMT;1;18925996
PO4085IOPXIM;1;10536898
GD1938VLVUW5;1;6381212
LU7530X28PSO;1;7265051
WA6954KP3BYU;1;10779224
BI9760IKJ71T;1;18159379
KR4989YWA2NJ;1;19528944
GD4697X6YGKA;1;9051421
WA2294RP96GH;1;5170695
CZ7282RYQO2O;1;13430850
CZ4471CLEOSE;1;9163767
KR65705ZHCT7;1;17010016
TK587604IPOC;1;17768727
PO1291DBQDHH;1;12750857
PO6215G0MKXH;1;14749674
TK6912R27RPV;1;17247129
CZ2209YFZMEF;1;13277300
KR8642BECJ9O;1;7452027
WA8528JX3HZM;1;7586322
LU1296WYT8ZU;1;18958033
BI4195RTWOA8;1;8482479
KR8636I3VW39;1;17592056
WA2107MZ5NWR;1;11430821
KR7791F8O46H;1;13584573
TK33471OPNAA;1;14018912
GD66649X8HU7;1;12000185
PO6895KDT0KR;0;7089493
GD49808U9RLT;1;10033984
BI5522SWIR6R;1;11875011
KR2451IN5L0I;1;15131823
WA0766EFF31N;1;19329178
TK3252JGGU2S;1;11149870
KR2398XWXF8Z;1;18301925
KR2666XKFGKQ;1;13471112
GD9352IZ76ZF;1;12612258
KR04880WR1QD;1;16502981
LU5030XEEB6Y;0;6419336
LU3015JUW951;1;8518690
TK9542N705N8;1;7656786
KR32694JWXL2;1;17021718
CZ13112V17F4;1;12160049
CZ7216MK0GP0;1;11493841
KR8661XRKBE9;1;17844003
PO80784D1GQM;1;7175560
TK75069L7VFM;1;12765195
CZ9408W9YAQX;1;13636172
CZ0887BXHEVY;0;12323894
GD24587JJDZL;1;14607811
LU1042GBE8EP;1;11986426
TK6731KFQ0DK;1;5013229
CZ0844N7X0CB;1;11179234
GD6040W15NJW;0;9676994
LU4485J247LY;1;8567188
GD1461MHR55X;1;5719475
LU3748YBUTTT;1;10199720
LU6672I03QSH;1;12419594
WA93205XVFW3;1;5613852
LU8775IWJ09J;1;9586820
TK8442B8UVBZ;0;6439288
KR1628DTL5D2;1;12590260
CZ9722GJA2MI;1;9391846
GD0136FV2YIU;1;14378707
LU3969X0C7C6;1;5089848
CZ9505VTL34B;1;15290952
CZ0926Y4Q3NG;0;6401350
BI8261KJOF57;1;8913692
KR1948M9TRLH;1;5863539
PO2540H2Z3XK;1;12011194
CZ115421XP68;1;16302886
GD4995BUROXV;1;19442483
WA5005P5RMSO;1;6049918
KR6870MRNZPA;0;14704888
PO2012NMCUOG;1;18018988
CZ36632TF18Q;1;7989578
CZ46429AI4IK;1;12282175
WA8702WCCCRM;1;9609150
LU93568EOJE7;1;19158264
BI2250EM7Q6C;1;7217106
WA3341WZGMZC;1;5450251
CZ1045480CUT;1;9782521
PO71382UOMLT;0;13071043
KR3439YRH1EN;1;13989939
LU1428BDLAI6;1;16984297
LU1240U45V3Z;1;16979622
GD5285CDJIFR;1;19739605
GD0848WJ0K57;1;7406209
LU816687GO17;1;14336076
WA1836N3YRAN;0;8518158
CZ6642ZWLSUQ;1;10842504
WA3033TKDQK3;1;10388388
CZ0924MA07CD;1;15067705
LU46877Z1D82;1;15059777
PO7916H1NA88;1;9080707
WA3914H93XHL;1;15149911
LU52998N8N5W;1;19317477
CZ5090ZN86II;0;14085174
CZ7360Y2W5E3;1;17471634
WA7776QRSNJW;1;10137510
GD39804LNDWR;1;19070125
CZ272202QOI4;1;5381249
WA7905R86IKV;1;9585932
TK9270JDZ7X5;1;12944324
CZ66977GUON0;1;19543416
GD4528SDCHTF;1;15287329
LU754510D1NG;1;9475879
GD61546NPVME;0;10250084
PO2381HX2JY4;1;11973307
WA65177I9SM1;1;7192144
GD0572JXU0Q1;1;15092936
GD7427BAQC9F;1;9491609
TK6498Q0KJ7D;1;14697033
WA6456IRKIRD;1;14172875
GD8538L8EFQ2;1;6771256
GD1438FTB9K6;1;6333625
TK5248T8RXG7;1;12912698
WA66024PY3YM;1;9053979
PO61349NGUHP;1;5308740
PO5605RTY3DX;1;5706444
BI7621HOF5YG;1;9074458
LU3451C946Q6;1;17115249
GD8087UQOXTE;1;8065654
BI5132T08CPW;1;8778107
LU8577KJZJ2O;1;14649243
BI19592DZ5NY;0;19741356
CZ4603I658ZL;1;15932442
WA3941JGKOT4;1;19022050
KR1854LVEJM2;1;8340550
BI0683FFM72C;0;18134632
GD6194U1SGOR;1;14180081
CZ3464RWDFQV;1;14948161
CZ4396AN25YW;1;5497765
BI5403DOA40C;1;15199335
BI6494ZRX9CS;1;8966845
WA00912OM7GR;1;9180208
TK8880XJTGSO;1;8439156
PO450457O2HX;1;7193924
GD3344BOBV24;1;10163293
GD1890M5YB6O;1;16274683
WA28437N4T5Z;1;14958515
GD7261KIEAVY;1;10067885
GD665713RPKT;1;5527558
WA07381B28K9;1;10827017
CZ9626CLIQX0;1;18744927
LU2129650M18;1;9169251
WA4549JMQHK5;0;15867294
TK0174WJQ0U1;1;7236562
CZ8364J5K9N7;0;11763740
LU4774HRJSBK;1;18985341
TK25848AV4LR;1;19008209
CZ54330JWBV3;1;14194123
KR6349OTW2WS;1;15545140
TK4770ZMC3NK;1;13869600
LU2259JQNNFR;1;16208013
LU6077MWCYDF;1;6748263
KR0476TLEWW0;1;8806553
CZ3084XVUXV8;1;7939808
WA0681F9595H;1;11639854
BI43552D3I21;1;16106254
LU5773E33XH4;1;12982156
TK97629QYTJB;1;18767526
GD02063LZ5I5;1;9837249
KR21031PGXRJ;1;5444694
KR1144TU9KVF;1;7249852
PO9694EFXZE4;1;17048138
BI8192R57R3C;1;9829708
CZ92587UQ25J;1;8285564
CZ2665E3OD0I;1;13743365
WA4467GL0KJU;1;13811859
CZ5284651AM0;0;18381618
WA3127L0VQR6;1;17789532
TK38833TESXK;1;17968297
GD9360KBWM1F;1;6748139
TK8523RZ2U91;1;8220691
PO0236Y4LPWI;1;12906098
PO8063K550G7;1;10776343
GD1832D7KBT7;1;7245117
TK5227CNS11X;1;6168008
KR4298ETX7RP;1;10963676
CZ7800GDJ36U;1;15250406
PO8376I3VXWX;1;9957532
KR0798Z8V474;1;9337818
CZ40679N7NIT;1;17825057
CZ4075ECJJHT;1;13533314
KR3389M0NV2Y;1;12351577
WA8907ZH8RHY;1;8166964
GD8835CIHNXB;1;15540910
BI5288OWESUE;1;10465194
WA6675WKTFMW;1;10635718
WA0998B2W4EY;1;10242140
GD1864FCPADQ;1;14522859
KR8893MWF2JK;1;6200242
BI9417XAAU5B;1;7271558
LU42211PS90D;1;10633145
GD3875FU2HET;1;18257394
CZ7405ZLO3FZ;1;16854765
TK28309H7MMJ;1;14319340
WA9978MQD4HU;0;12800176
TK1481T376FP;0;7597449
PO1470VV1M9R;1;6187548
KR2328XS0I5K;0;10410212
BI9710L5QEWL;1;18736734
GD7518Q52F0G;1;8477588
BI8932OWAPPA;1;15331836
TK9088IHUKIK;1;11892558
WA3987HKE97F;1;15139298
GD1074ZCSD61;1;10169944
WA0599QPCTKD;0;9656362
KR831412M0P3;1;14740549
BI5779054T1H;1;13373037
TK6550IHV1M3;0;7124985
GD56010P0K2B;1;8391662
CZ6707WKC9QE;0;13909657
KR7737MQULAF;1;13055584
TK53905GCGH0;1;8615546
WA2969XDKHOA;1;19808125
BI1095MYV5UQ;0;13429973
GD07817G5GQN;1;17198687
KR8828P911BY;1;13642658
GD750281ZIBT;1;13982951
PO78371HFR8N;0;19193064
TK3300I3UQLL;1;7552669
WA3350DCGYGV;1;7790095
GD6019CWUB38;1;17838854
WA59795PYE7H;1;8551495
BI1527YKFTLK;1;17664927
PO2470K2T7PI;1;9255176
KR3455KQ32UT;1;18696793
BI4148UVC1NR;1;9929568
BI5120Y1H8UP;1;6735967
GD814575VHBL;1;6587480
GD4153FBLLZF;1;14822173
BI15558WVD02;1;8477263
WA4570QC52ED;1;17152286
BI57999DJY1A;1;17849210
KR6608Z5TRCD;1;5605059
PO7419XBJQ8U;1;15302618
TK5124GQBGV1;1;17436072
LU8332E5NK0S;1;17634952
BI61652XH1PZ;1;10310210
KR0948W6YZM3;1;17510046
CZ2620BLFF7W;1;16819495
BI0333LPB0XA;1;13590317
WA0368WPYXQQ;0;11801629
GD9276HGFTZO;0;7079878
PO7375SFYDQT;1;13283043
BI327915473X;1;5236845
TK3464CQLYF5;0;17023358
CZ3808YXQLXR;1;19932086
CZ1441TA6W6T;1;12151957
GD06576BMEY6;1;7910210
PO8920VQQUY5;1;15978248
KR6582B1YG3F;1;9185813
GD3822X3S5DC;1;14521572
KR980450O3W9;1;17260432
LU3128AHLBMI;1;15533185
WA1396XF6GKW;1;7606864
KR4218SKNX69;1;7608793
CZ6696KL21X0;1;15163672
CZ2436Z4YATL;1;7790312
GD0117GV58ME;1;5187185
CZ6248XOIQMK;1;18375342
WA349125762G;1;11061133
BI9106WW0Y6S;1;5930929
CZ07036G0QF9;1;8777349
LU71197PN4BV;1;10118391
BI0607ZV7LT3;1;9930577
GD41200BGPWP;0;9375181
GD1566W8LM8I;1;9272647
GD218240JIBM;1;17782743
TK0334J0Q36A;1;13101567
WA6950TEGBE7;1;14306612
BI382554YGXA;1;5393575
GD2589FLOJ5L;1;6020839
GD8980M2MFA1;1;8229300
GD2880EQ5JAW;1;9004629
GD7953JWVVXS;1;5338061
WA5161O5MRH5;1;5161290
CZ0445F49C6W;1;7314077
WA02450IDD2H;1;12191156
PO67888ZNGZX;1;7629320
CZ0778UWIMW5;1;11839544
TK6109DEKIAU;1;11488225
LU6381N968V3;1;17484330
CZ1318LSCIP0;1;18163685
GD3588USG8JK;1;10159116
WA55850NPY26;1;15077172
PO08373DS75U;1;6359193
TK2173FIGCV9;1;5793963
BI9243FFPVJX;0;19546410
CZ12395WFULK;1;15477870
BI230660TXEH;1;6747776
LU48597XY3RM;1;18796227
BI90680F0CKU;1;19901135
KR438460JXB7;1;15477921
WA2730MDGD04;0;7393575
BI789816QY8M;0;19527099
WA967568WDU6;1;15499595
GD88525ZORYU;1;10676274
TK8302G6FXKO;1;17095911
LU48120NE74K;1;16398185
BI4201L69LIH;1;5504303
LU4919EFC8M2;1;18735193
TK20966SHHL3;1;10923857
GD7979H33JPU;1;5364424
KR94602QSDWZ;1;19147428
LU8839FO96IG;1;15346697
BI5850989RDR;1;5687095
LU6963XP01SJ;1;17378415
PO4618KX1IPV;1;14455159
TK66470P49L8;1;6644144
WA0108OM4RT4;1;8823757
CZ3982OBKY8C;1;15909063
LU2119S3L9V2;1;18885771
BI0906NKVHRC;1;5704822
GD8966HI8ST2;1;10389486
CZ7390LSAQ8F;1;8284106
BI7109VZEE85;1;8826081
GD3691NLOEVS;1;9797105
TK9508YZYK5M;1;7196136
GD1840CE56CW;1;18089003
PO6435PVK5DT;1;5713856
KR5496B7VSG7;1;18902917
WA09414T56CF;1;8387884
BI78832NFTDZ;1;11563865
TK9148JP76Q3;1;5298269
TK8766FS60TC;1;19251264
BI868799ULEF;1;8028350
WA90838O2IQ7;1;19753593
LU2391D96ID4;1;6559440
WA50141APJZY;1;16861080
PO2828XXJWTS;1;8531024
PO4094YJNSBH;1;11972388
PO25979RPW5L;1;11379989
LU535603TFKZ;1;14571294
BI3633M8U23O;1;17553349
KR12871NG744;1;8141206
PO19430U8PV6;1;5191143
BI1298K3SFAB;1;6818142
GD3827TT6OHH;1;16165303
TK58126PB3SS;0;12321188
WA769757WYU6;1;17142217
BI2047UTQLY7;1;8402167
CZ6833HGTLTI;1;8148543
WA4582NDBZE3;1;16740053
CZ1521Y4QP0I;0;17337288
LU7791RI67B1;1;11530862
PO6132HMF20D;1;19643335
BI7287F3EOZD;1;11635585
KR34129LCU0V;1;10417152
WA7069EZVVYI;1;16057992
LU1023JK74M8;1;18488795
CZ3615OOA4WM;1;18544963
BI6841A8QMLE;1;14323489
CZ8732KD9XNC;1;19096447
BI6248YTG7NF;1;13549995
CZ484079GYVZ;1;12231449
BI12494DGEXG;1;11526827
LU30780PN9J5;1;10046602
TK6532CVD3I2;1;8687602
PO6443BQZG1K;1;11193070
LU3484BMQMID;1;15768311
TK7794RF8FJ0;0;19691878
PO1333R9ZJ6D;1;9909615
LU3073NMJYBT;1;19732093
TK501001U7GH;1;17958178
LU4450VCOIIP;1;7293318
GD9456BYGCYU;1;15523578
WA3659JBXCIG;1;11989806
GD1491SIWPTJ;1;5737803
KR3878H8W9AY;1;6807709
KR062723SWCP;0;11920357
BI9353LEJQCU;1;13098188
GD8580GOZ5B3;0;11931497
GD0198M6DS7V;1;9455132
CZ5303BFDYST;1;7548850
GD0194MAYMF6;1;15595617
WA5637XB3CZC;1;17882626
TK2212X3M032;1;15419845
TK0190T127LC;1;9051857
CZ8316J4XYGM;1;8299994
LU6337D8OFBX;1;6545962
TK2241TBIKAL;1;5395554
WA1777WX61IM;1;7313177
WA3558LGVM9X;1;14372906
CZ00215ULOTU;1;6014941
WA32921CUGEG;1;9929256
TK3830NGCLR1;1;15592654
CZ6712UPGLTR;1;6288978
PO5961AXIE2T;1;15364809
WA92085CQ3YA;1;17035959
WA9491RXL7N2;1;16828006
LU3691QZ98XO;1;12078606
WA5676ASFIPG;1;7545678
TK2917M9X2CH;0;9254577
GD635941IEX8;1;6292510
BI0711WVMK9T;1;11587445
LU46911NN8OB;1;12144244
GD1434XNVQPN;1;19459018
BI9739XVXE73;1;9465333
GD7754GU3A8S;1;6530160
TK8230XJT5SD;1;14593952
WA4451Z8DKIY;0;13396064
GD3937WC7I93;1;15655947
LU7365HO7EYI;1;5638907
CZ8534OXT9LX;1;10658011
WA85880UKLG5;1;18999334
KR660955Y9KZ;1;16514343
WA0502JTSD0H;1;11553284
PO32015FYJQJ;1;8123721
KR0990000OIM;1;14697426
KR2032XOLWQJ;1;6928222
TK6196R27ARQ;1;17418299
KR5372VUB5HE;1;7269462
PO64096XDR8G;1;17265349
CZ57102WPOZ9;1;9662687
BI26910LZ0BO;1;18736575
LU27810W0BJT;1;19468539
PO989889YO64;1;9565714
LU6746BSSC7N;0;12786465
PO453851GT03;1;12811397
BI9566J9B1E2;1;8307401
PO8249QA787Y;1;17019849
GD4505R0MHAD;1;12178560
GD5718M0WPV2;1;17102215
BI8003S61GUJ;1;7962492
KR3451WM91Y6;1;19062260
GD92070JRPFV;1;12409335
GD8855OEFOLF;1;17227283
LU92539DGF0E;1;12191996
LU3101SBOFBW;1;9770683
BI4408O9AYCY;1;15712864
KR8014QS7ZZU;1;8328005
BI792604REL1;1;9751364
BI7473OXVPAN;1;10089701
LU1771RJZ8KP;1;16013801
KR4317PVBOHY;1;18312690
WA1698IUZZUC;1;19329191
PO3986Q4EATM;1;19513869
PO4405BIWJOV;1;13373366
WA395462AYS1;1;6740766
GD5109CL1JEU;1;5002260
KR1159E5DPSP;1;5178990
BI2636J5A590;1;7562038
CZ6779RCR4PF;1;13629409
TK2159LWI9WY;1;6916884
KR08025XDE1C;1;8628493
TK7511B5A4CA;1;14566744
BI8117F9Y8VU;1;19891323
LU51690GHXH2;1;10535625
PO4300LX09DD;1;5617486
WA88663USXAS;1;15216508
CZ8947K00ORG;1;9423665
LU3819MAJEBZ;1;15997770
GD3190IR1FSV;1;8486043
TK5763Q8ZVN1;0;19597187
PO030699P6JM;1;19264660
KR4528V1QDRD;1;13943444
BI3090OCYH38;1;18294942
LU7158JS0JGK;1;13784773
WA6701A4B344;1;16653294
KR8908VK0VUE;1;15839731
PO89264T9VEE;1;14854694
PO46220BYM8Y;1;9935512
PO1191DI21WA;1;6669947
KR9340F08DAZ;1;6391671
TK8008AXGOCC;0;12784353
GD539804FSM0;1;17539478
WA1707TJUTMF;1;7523046
KR9529ZYM9QF;1;15621945
LU91871O319Q;1;13194232
CZ5830QN4BUD;1;11622199
LU31613FI1YE;1;17377868
CZ50273JMTAO;1;9461318
LU53638MRGPL;1;10522825
WA7359TV3JCU;1;10256058
PO7074245AVQ;1;18483880
WA9562046TVU;1;12862361
CZ6068BOQ3Y2;0;12409959
WA6736993WX4;1;15972174
GD73348NUFC7;1;6565895
GD7024U2J5Z2;1;9256943
KR2832V67TZZ;1;5580528
LU73481KJ8W1;1;12309386
BI10535WNG5G;1;10047514
TK9370L10QCB;1;13297407
WA1804O1KVEQ;1;9616061
BI19898CUOGG;1;17986301
TK7338CYORE1;1;15440569
CZ2587JJ5I0R;1;18558978
TK301432W119;1;14770765
