rental_id;start_station_fk;end_station_fk;cost;rent_time;distance;vehicle_fk;user_fk;correct_putting;date_of_start;time_of_start
435;41;88;436.95;161;8417;57;63;1;28-09-2018;06:06
436;74;52;596.15;50;11823;3;100;1;07-03-2018;19:14
437;3;55;476.2;122;9280;28;97;1;20-12-2019;09:23
438;93;95;340.15;90;6623;57;76;1;06-08-2017;00:42
439;84;73;536.4;63;10602;72;68;1;19-03-2019;16:22
440;93;32;243.95;109;4661;85;51;1;15-03-2017;18:57
441;13;13;649.1;120;12742;85;93;1;31-01-2019;13:01
442;31;27;543.25;119;10627;79;20;1;17-12-2019;23:48
443;44;52;142.45;62;2725;60;23;1;26-10-2017;22:39
444;54;8;530.35;22;10563;53;90;1;29-07-2016;08:25
445;74;68;546.8;86;10764;33;92;1;16-03-2019;04:34
446;50;12;231.05;124;4373;33;47;1;28-12-2017;13:36
447;41;58;623.4;59;12350;36;28;1;11-09-2017;01:39
448;86;89;607.8;47;12062;62;38;1;12-03-2016;13:13
449;25;45;605.85;120;11877;76;86;0;05-06-2017;07:44
450;97;69;110.0;141;1918;27;11;1;22-05-2019;15:56
451;57;86;458.85;71;9035;34;71;1;28-07-2016;03:26
452;40;63;80.3;120;1366;32;76;1;09-05-2017;00:38
453;94;62;735.6;5;14702;3;85;1;16-08-2019;08:01
454;80;15;586.85;41;11655;49;60;1;29-12-2019;16:12
455;5;62;219.05;70;4241;92;62;1;12-11-2019;08:31
456;46;5;357.65;17;7119;94;5;1;20-06-2017;01:41
457;4;6;412.85;17;8223;60;27;1;16-05-2019;06:46
458;61;81;207.6;130;3892;76;54;1;30-10-2016;06:05
459;97;45;25.95;49;421;8;72;1;29-04-2018;05:30
460;50;91;562.9;26;11206;88;81;1;30-09-2017;22:58
461;14;8;556.3;70;10986;70;25;1;31-03-2017;11:17
462;38;8;675.55;169;13173;28;20;1;14-10-2017;18:56
463;31;7;733.0;148;14364;14;61;1;18-12-2018;16:57
464;69;19;382.15;78;7487;39;76;1;27-01-2018;21:19
465;10;41;629.55;128;12335;49;90;1;22-04-2017;10:43
466;97;24;518.35;167;10033;59;88;1;02-05-2019;04:32
467;66;96;312.5;168;5914;74;64;0;08-12-2019;18:20
468;68;16;530.75;134;10347;70;74;0;24-05-2016;02:35
469;35;81;631.25;57;12511;88;72;1;21-01-2017;20:24
470;30;39;260.0;88;5024;12;28;1;10-11-2018;03:53
471;77;76;753.05;89;14883;64;12;1;03-12-2019;12:10
472;36;4;82.0;67;1506;22;31;1;26-09-2017;08:39
473;8;52;693.65;126;13621;55;96;1;09-10-2019;13:15
474;93;41;438.45;155;8459;84;7;1;24-07-2019;01:14
475;5;35;682.6;114;13424;7;82;1;05-03-2019;01:44
476;81;87;296.4;166;5596;94;8;1;12-06-2017;14:06
477;36;16;517.8;54;10248;11;44;1;15-02-2019;13:55
478;21;40;208.7;39;4096;88;1;1;20-08-2018;12:00
479;82;40;697.15;88;13767;10;82;1;11-10-2016;19:28
480;77;12;354.4;80;6928;24;58;0;30-11-2019;04:32
481;88;55;576.9;119;11300;92;25;1;25-11-2019;12:32
482;47;95;248.9;57;4864;55;62;1;07-12-2018;05:24
483;71;5;448.5;94;8782;15;14;1;23-05-2019;15:20
484;8;83;31.7;137;360;55;71;1;12-06-2018;03:52
485;66;57;216.75;64;4207;57;69;1;25-04-2019;14:58
486;78;67;332.8;30;6596;5;24;1;20-07-2019;13:04
487;20;61;298.75;111;5753;36;5;1;20-03-2019;01:07
488;98;84;727.2;61;14422;36;48;1;02-04-2019;20:10
489;19;78;184.3;127;3432;42;39;1;11-09-2018;19:03
490;35;57;443.25;94;8677;59;91;1;13-11-2016;21:25
491;82;12;636.05;174;12373;1;50;1;06-03-2017;20:35
492;72;16;585.15;76;11551;44;49;1;26-04-2016;15:19
493;15;27;128.1;34;2494;79;66;1;05-12-2016;08:26
494;78;26;399.55;167;7657;40;68;1;26-02-2019;09:14
495;23;57;429.7;120;8354;66;80;1;30-05-2019;17:18
496;13;46;235.75;94;4527;49;80;1;01-04-2016;22:48
497;16;11;734.45;149;14391;47;35;1;15-04-2018;16:50
498;6;40;327.2;127;6290;94;42;1;18-07-2018;21:27
499;88;8;257.3;149;4848;27;44;1;16-02-2016;15:57
500;59;27;129.0;135;2310;90;93;1;10-05-2019;22:32
501;98;22;420.95;133;8153;86;34;1;05-03-2017;03:49
502;17;53;632.05;74;12493;32;5;1;29-05-2018;03:22
503;8;23;512.25;137;9971;29;30;1;26-02-2016;23:04
504;23;38;422.85;38;8381;42;47;0;06-11-2016;18:47
505;82;71;68.1;107;1148;55;4;1;29-05-2018;05:03
506;13;59;373.9;160;7158;80;90;1;11-09-2018;09:39
507;77;91;177.85;109;3339;21;68;1;01-03-2016;02:06
508;71;21;382.0;78;7484;50;16;1;15-10-2017;20:53
509;39;89;187.95;93;3573;14;37;1;28-03-2017;19:50
510;1;50;454.65;24;9045;33;46;1;15-03-2017;13:35
511;81;29;346.3;81;6764;11;96;1;30-04-2016;12:34
512;68;81;741.5;83;14664;7;31;0;05-09-2017;20:44
513;51;73;369.25;136;7113;80;96;1;16-06-2017;19:20
514;60;96;713.1;156;13950;24;44;1;02-03-2016;02:46
515;54;10;627.75;165;12225;93;67;1;28-10-2019;15:26
516;33;8;105.7;35;2044;3;50;1;26-09-2017;23:23
517;64;97;359.55;129;6933;50;65;1;15-07-2018;00:25
518;85;65;72.05;93;1255;86;8;1;22-09-2017;20:46
519;50;59;294.0;117;5646;39;59;1;08-08-2019;20:22
520;99;50;635.6;83;12546;51;13;1;14-01-2017;15:03
521;27;87;347.55;22;6907;95;45;1;24-05-2017;11:14
522;81;4;414.85;104;8089;34;72;1;03-04-2019;23:51
523;65;57;440.65;83;8647;92;82;1;20-09-2017;15:41
524;19;78;296.5;44;5842;38;60;1;20-10-2016;14:53
525;75;59;219.3;123;4140;45;96;1;04-08-2018;14:32
526;39;93;495.55;172;9567;75;99;1;08-02-2016;14:58
527;68;49;689.8;32;13732;95;35;1;22-05-2018;18:10
528;92;53;42.15;45;753;85;58;1;05-10-2018;01:27
529;45;12;375.35;87;7333;30;54;1;26-07-2018;02:28
530;84;87;612.3;149;11948;53;29;1;28-06-2017;05:41
531;42;43;625.05;28;12445;97;23;1;08-04-2017;22:34
532;16;50;145.1;127;2648;52;33;1;19-03-2016;03:02
533;89;18;364.65;179;6935;20;52;0;09-08-2018;12:42
534;14;70;566.45;41;11247;72;48;1;16-12-2019;00:36
535;88;16;149.4;82;2824;69;94;1;01-11-2017;08:45
536;38;36;241.65;73;4687;92;69;1;18-09-2017;07:53
537;80;28;378.25;136;7293;60;56;1;31-08-2019;09:39
538;37;23;653.15;114;12835;41;26;1;02-12-2016;17:24
539;11;27;659.45;124;12941;98;63;1;24-04-2019;19:47
540;60;92;599.05;57;11867;2;99;1;05-05-2018;14:05
541;54;61;487.95;40;9679;47;59;1;05-06-2017;14:01
542;79;91;64.0;162;956;66;76;1;21-04-2018;07:21
543;84;7;536.65;121;10491;39;59;1;20-08-2017;06:50
544;67;64;102.6;156;1740;32;1;1;27-12-2016;21:08
545;30;18;515.25;154;9997;46;30;1;26-10-2019;18:04
546;84;67;282.25;97;5451;54;2;1;01-05-2018;22:44
547;69;70;711.15;178;13867;81;85;1;07-04-2016;10:52
548;94;88;300.95;154;5711;90;70;1;17-06-2019;03:42
549;78;37;517.4;104;10140;76;2;1;28-01-2018;12:58
550;13;93;441.05;51;8719;66;75;1;16-03-2018;22:59
551;12;32;85.95;67;1585;56;39;1;01-08-2018;17:01
552;96;78;585.35;100;11507;86;13;1;04-12-2016;04:10
553;73;79;374.45;180;7129;16;29;1;19-05-2019;09:26
554;81;3;401.9;23;7992;92;69;1;12-03-2017;02:12
555;75;62;558.3;180;10806;16;36;1;04-06-2018;14:43
556;8;29;572.9;177;11104;17;19;1;31-05-2017;14:52
557;59;75;615.6;111;12090;85;25;1;25-11-2019;07:28
558;68;7;469.6;16;9360;69;89;1;01-09-2018;17:58
559;32;43;276.75;21;5493;80;63;1;26-06-2018;21:43
560;74;63;500.85;95;9827;68;34;1;19-09-2018;06:02
561;48;58;599.25;154;11677;10;1;1;12-09-2017;08:14
562;11;34;427.35;54;8439;83;49;0;12-05-2019;10:30
563;3;13;500.3;60;9886;8;65;1;29-01-2017;19:21
564;75;26;141.15;142;2539;65;8;1;01-06-2016;10:14
565;17;95;241.15;126;4571;40;12;1;13-11-2017;22:09
566;82;73;501.75;120;9795;99;33;1;27-01-2017;01:46
567;90;77;654.8;126;12844;3;52;1;12-05-2016;01:28
568;100;21;632.95;63;12533;65;51;1;20-10-2017;03:54
569;8;19;511.65;171;9891;81;61;1;29-12-2016;00:33
570;54;67;426.4;173;8182;51;27;1;25-01-2018;17:45
571;86;46;387.9;127;7504;28;95;1;06-12-2019;17:22
572;5;75;135.25;152;2401;56;52;1;20-12-2016;07:50
573;63;21;384.9;133;7432;11;80;1;28-12-2019;05:36
574;62;53;182.95;69;3521;80;34;1;24-01-2017;14:16
575;39;15;336.35;94;6539;84;39;1;22-07-2018;16:37
576;29;96;520.8;174;10068;33;85;1;06-01-2017;04:02
577;22;9;191.6;40;3752;23;13;1;08-01-2017;17:12
578;72;41;729.85;154;14289;65;93;1;15-03-2016;01:41
579;40;63;117.95;68;2223;50;14;1;17-07-2016;01:53
580;9;25;612.8;65;12126;13;59;1;11-07-2018;02:54
581;55;51;499.15;124;9735;18;17;1;06-03-2018;10:41
582;58;60;30.05;39;523;24;30;1;25-04-2019;21:56
583;19;38;222.15;159;4125;15;72;1;29-05-2018;20:45
584;38;88;396.75;57;7821;63;83;1;14-08-2016;04:37
585;2;6;562.2;174;10896;59;6;1;02-06-2016;11:41
586;61;59;29.15;108;367;25;99;1;17-02-2017;10:47
587;46;86;84.95;123;1453;81;68;1;25-02-2018;05:57
588;4;46;207.8;40;4076;8;6;1;04-06-2017;20:30
589;91;67;690.55;103;13605;87;58;1;18-08-2018;03:15
590;37;23;440.85;175;8467;35;72;1;24-07-2018;23:19
591;99;32;421.8;174;8088;94;88;1;30-09-2018;20:37
592;53;24;608.6;157;11858;68;3;1;15-12-2018;23:09
593;14;1;341.0;150;6520;6;98;1;25-11-2016;13:18
594;34;95;65.95;85;1149;83;32;1;11-02-2017;00:08
595;61;33;525.75;43;10429;69;56;1;31-10-2019;19:19
596;100;72;297.35;57;5833;89;17;1;04-07-2017;08:43
597;63;83;561.05;34;11153;69;91;1;20-11-2018;01:47
598;5;49;452.6;132;8788;23;78;1;24-06-2018;11:21
599;6;95;479.5;159;9272;29;59;1;25-09-2019;08:47
600;51;13;718.4;87;14194;96;48;1;22-11-2016;01:41
601;70;77;87.85;155;1447;33;18;1;13-12-2018;19:43
602;64;46;198.0;40;3880;52;49;1;23-06-2018;02:17
603;85;41;440.45;59;8691;37;99;1;29-01-2017;13:38
604;31;56;275.45;131;5247;17;85;1;19-07-2016;11:15
605;69;36;361.65;117;6999;11;72;1;12-03-2019;18:55
606;54;25;192.1;39;3764;31;8;1;14-07-2018;18:22
607;19;17;700.8;97;13822;44;90;0;18-08-2019;02:47
608;68;73;70.95;169;1081;90;75;1;03-05-2019;11:14
609;32;12;707.25;102;13941;72;85;1;21-04-2017;02:34
610;25;17;727.9;124;14310;99;63;1;18-12-2018;09:55
611;30;57;342.1;103;6636;100;50;1;04-05-2016;02:54
612;25;97;287.55;112;5527;50;87;1;04-09-2018;18:16
613;9;63;429.9;130;8338;73;46;1;22-04-2019;17:10
614;53;72;547.05;19;10903;84;82;1;27-01-2019;10:14
615;87;61;55.45;119;871;86;31;1;07-09-2019;19:41
616;68;45;699.95;21;13957;40;70;1;27-03-2017;11:06
617;51;92;614.4;151;11986;53;98;1;14-07-2018;22:33
618;15;77;470.8;74;9268;90;58;1;24-04-2018;07:02
619;92;28;740.05;23;14755;10;46;1;20-10-2019;16:03
620;56;71;594.15;153;11577;70;36;1;07-12-2018;11:29
621;20;53;281.4;90;5448;58;79;0;27-06-2017;02:48
622;89;19;605.6;5;12102;44;50;1;16-03-2017;11:05
623;59;5;146.05;132;2657;10;38;1;01-01-2020;16:15
624;90;30;145.45;26;2857;16;7;1;29-12-2019;10:08
625;88;7;551.6;68;10896;41;88;1;03-08-2019;11:27
626;58;25;227.3;25;4496;5;20;1;13-03-2016;15:34
627;89;40;717.8;61;14234;77;9;1;10-03-2019;05:45
628;68;6;626.45;39;12451;64;26;0;05-07-2019;18:33
629;31;15;384.65;69;7555;23;91;1;04-07-2016;18:59
630;28;46;234.2;145;4394;32;27;1;30-08-2018;09:32
631;63;44;165.3;15;3276;23;30;1;23-10-2017;06:45
632;91;87;414.65;121;8051;46;58;1;09-05-2016;07:49
633;26;54;216.0;136;4048;13;96;1;02-12-2017;14:46
634;77;99;344.25;25;6835;83;45;1;21-03-2017;15:06
635;24;84;591.65;33;11767;15;41;0;05-04-2018;01:32
636;72;17;457.15;161;8821;92;11;1;28-08-2019;10:13
637;46;10;308.7;51;6072;82;65;1;26-12-2018;00:45
638;51;14;631.15;143;12337;70;52;1;19-12-2018;16:00
639;35;81;494.5;171;9548;100;56;1;19-08-2017;17:05
640;46;83;555.7;82;10950;91;100;1;24-10-2018;21:33
641;18;53;180.3;26;3554;36;23;1;01-07-2018;16:27
642;15;15;728.7;149;14276;22;23;1;19-01-2016;17:13
643;91;92;537.05;112;10517;21;26;1;30-10-2016;09:02
644;77;14;267.55;135;5081;16;57;1;11-08-2019;06:33
645;96;36;305.5;96;5918;50;59;1;01-09-2018;13:22
646;9;91;245.4;112;4684;4;5;1;20-06-2016;15:18
647;44;78;755.1;145;14812;88;23;1;25-04-2019;11:15
648;74;63;278.4;63;5442;23;49;1;05-03-2016;16:52
649;100;35;649.35;136;12715;79;85;1;28-06-2019;13:01
650;99;99;93.6;27;1818;82;81;1;15-06-2016;15:55
651;28;18;294.9;158;5582;84;78;1;04-06-2017;15:06
652;76;53;748.55;38;14895;61;7;1;22-06-2017;03:19
653;62;43;645.05;137;12627;41;84;1;27-12-2018;10:47
654;65;23;593.9;44;11790;47;18;1;03-01-2017;23:16
655;96;70;455.8;94;8928;66;41;1;01-07-2019;13:49
656;80;21;135.45;52;2605;7;87;1;09-06-2016;20:23
657;66;40;21.4;98;232;32;21;1;05-08-2017;00:36
658;12;76;631.5;37;12556;58;84;1;26-11-2018;02:49
659;30;86;79.05;167;1247;34;89;1;18-02-2019;00:30
660;2;9;215.6;10;4292;94;98;1;16-08-2018;18:55
661;29;95;472.05;86;9269;82;52;1;31-03-2016;18:00
662;58;21;183.05;135;3391;22;76;1;02-08-2019;23:10
663;40;63;699.6;126;13740;96;42;1;08-09-2016;18:27
664;76;88;339.75;78;6639;51;39;1;10-11-2017;13:29
665;7;26;105.45;39;2031;19;25;1;12-09-2019;20:51
666;74;39;720.1;22;14358;53;24;1;06-03-2016;20:50
667;92;94;575.45;88;11333;75;73;1;12-08-2018;18:53
668;54;42;710.65;154;13905;13;86;1;12-04-2017;07:14
669;45;85;657.3;171;12804;18;7;1;13-10-2017;08:52
670;98;22;679.35;118;13351;100;27;1;16-11-2019;11:10
671;59;34;425.95;97;8325;39;30;1;19-05-2019;16:04
672;90;6;368.1;51;7260;64;37;1;02-12-2016;16:28
673;21;74;414.3;159;7968;59;50;0;05-10-2017;02:43
674;60;54;521.45;5;10419;96;48;1;09-02-2019;11:54
675;91;67;572.75;100;11255;1;56;1;25-02-2018;10:29
676;10;14;432.45;62;8525;17;98;0;23-04-2019;06:54
677;81;73;385.05;146;7409;53;49;1;27-03-2019;14:20
678;49;48;162.2;50;3144;16;2;1;23-10-2018;15:31
679;30;74;524.75;173;10149;83;24;1;04-02-2017;08:26
680;34;66;247.3;103;4740;81;78;1;14-09-2019;18:38
681;77;53;243.35;92;4683;39;71;1;22-12-2016;15:21
682;68;67;401.75;73;7889;82;10;1;23-04-2016;05:34
683;7;96;341.35;56;6715;8;41;1;19-10-2019;13:31
684;58;23;168.2;92;3180;30;96;1;15-04-2019;00:46
685;94;61;666.5;94;13142;40;33;1;13-04-2016;16:30
686;93;82;195.7;103;3708;28;56;1;23-10-2016;10:52
687;77;26;727.0;178;14184;48;70;1;28-09-2019;23:29
688;12;7;315.45;137;6035;70;34;1;08-03-2017;07:41
689;37;94;61.35;7;1213;19;31;1;11-06-2019;11:42
690;79;66;321.35;170;6087;1;49;1;26-11-2017;21:52
691;83;85;331.05;90;6441;1;86;1;24-08-2017;10:31
692;74;81;766.85;169;14999;23;41;1;04-11-2017;16:22
693;81;13;313.9;37;6204;8;100;1;10-06-2018;11:11
694;70;59;118.25;29;2307;7;16;1;07-04-2018;16:53
695;58;70;236.0;88;4544;23;22;1;20-11-2016;16:31
696;67;16;236.35;49;4629;54;16;1;17-10-2016;14:37
697;78;35;278.1;149;5264;26;10;1;23-02-2018;20:19
698;84;30;289.25;168;5449;25;64;0;02-10-2017;12:03
699;24;9;264.05;68;5145;1;52;1;12-09-2019;17:53
700;11;43;288.5;81;5608;89;92;1;20-01-2017;17:48
701;99;13;521.4;66;10296;1;100;0;12-08-2018;23:02
702;9;83;706.0;180;13760;54;55;1;08-04-2017;03:15
703;33;80;621.2;54;12316;14;16;1;30-09-2017;23:09
704;63;97;502.9;161;9736;98;5;1;15-01-2018;20:11
705;34;7;113.15;168;1927;30;86;1;25-06-2018;22:53
706;36;5;448.15;90;8783;63;71;1;16-05-2016;22:29
707;38;28;478.9;171;9236;61;9;1;25-05-2017;03:36
708;12;8;347.65;151;6651;54;48;1;08-04-2016;13:49
709;71;93;106.0;97;1926;59;90;1;27-10-2019;16:06
710;75;11;755.7;154;14806;91;62;1;14-05-2017;22:53
711;67;36;138.9;91;2596;13;45;0;13-05-2016;20:22
712;84;52;409.35;173;7841;8;94;1;26-11-2016;13:31
713;83;72;428.0;175;8210;82;3;1;01-10-2017;19:05
714;98;32;131.4;94;2440;68;58;1;13-07-2017;14:20
715;77;96;58.15;171;821;25;70;1;27-07-2017;10:28
716;33;60;47.9;94;770;36;69;1;09-07-2017;02:44
717;18;5;580.8;144;11328;12;10;1;22-03-2018;23:18
718;12;95;101.9;10;2018;14;53;0;10-08-2018;21:24
719;94;78;603.85;133;11811;33;6;1;20-02-2017;07:01
720;57;59;250.9;46;4926;88;55;1;27-07-2017;01:11
721;25;26;483.9;122;9434;35;83;1;31-08-2017;13:02
722;97;91;105.35;123;1861;37;87;1;02-01-2019;01:25
723;15;78;195.8;66;3784;26;17;1;25-12-2018;15:18
724;17;87;28.15;138;287;96;6;1;01-02-2019;14:44
725;93;16;208.6;93;3986;55;27;1;22-07-2019;01:01
726;63;13;389.25;154;7477;26;45;1;01-02-2016;12:35
727;46;72;638.0;28;12704;74;27;1;03-02-2017;10:56
728;55;84;603.65;70;11933;59;73;1;07-08-2017;22:45
729;44;47;678.2;121;13322;100;17;1;19-09-2018;06:13
730;70;1;119.15;111;2161;84;21;1;03-08-2017;15:49
731;59;50;526.05;67;10387;6;6;1;09-11-2018;08:15
732;3;49;270.7;55;5304;13;17;1;28-09-2018;09:43
733;50;16;478.85;15;9547;5;22;1;26-08-2017;08:30
734;72;24;442.8;77;8702;46;38;1;30-09-2018;17:20
735;94;75;612.25;72;12101;83;80;1;21-11-2017;21:37
736;64;89;113.45;57;2155;91;53;1;11-03-2016;12:45
737;81;8;404.1;27;8028;90;63;0;20-06-2017;04:51
738;33;75;722.7;16;14422;28;61;1;25-03-2019;09:52
739;84;36;171.3;139;3148;81;15;1;14-08-2016;20:42
740;13;99;685.65;132;13449;74;75;1;10-10-2016;21:56
741;56;84;744.85;35;14827;3;93;0;15-07-2019;11:03
742;19;93;526.05;32;10457;49;19;1;22-12-2017;00:55
743;71;84;431.4;158;8312;97;94;1;10-10-2019;22:16
744;7;74;303.3;110;5846;38;71;1;19-09-2018;07:04
745;85;2;548.0;58;10844;64;46;1;20-04-2016;01:20
746;28;81;168.65;179;3015;18;46;1;19-12-2019;23:28
747;8;56;100.95;161;1697;52;16;1;07-02-2016;20:56
748;64;68;746.75;114;14707;92;81;1;03-03-2018;15:11
749;36;97;334.55;124;6443;91;57;1;07-01-2017;17:38
750;28;87;403.65;42;7989;90;2;1;13-07-2018;22:59
751;90;11;357.35;13;7121;4;58;1;03-11-2018;08:55
752;78;86;243.35;104;4659;88;18;1;12-05-2016;14:47
753;41;74;491.45;158;9513;77;83;1;21-09-2019;08:49
754;63;84;497.5;112;9726;6;48;1;18-09-2018;04:46
755;10;89;551.45;17;10995;80;51;1;15-10-2018;15:54
756;30;67;577.6;109;11334;61;75;1;14-03-2017;02:11
757;10;69;343.9;137;6604;21;44;1;02-12-2017;13:47
758;53;42;649.2;54;12876;9;36;1;22-01-2016;18:24
759;66;72;499.75;117;9761;92;47;1;09-12-2018;20:16
760;18;22;186.4;163;3402;50;41;1;29-09-2018;12:48
761;72;69;500.45;87;9835;82;90;1;10-03-2019;21:11
762;16;87;262.45;22;5205;19;72;1;09-12-2019;20:20
763;84;24;18.1;42;278;83;13;1;15-01-2019;20:15
764;27;50;377.5;8;7534;39;56;1;04-11-2017;09:19
765;19;61;279.15;168;5247;24;98;1;25-12-2019;02:12
766;66;10;182.15;24;3595;84;53;1;11-09-2016;15:25
767;24;97;594.45;82;11725;33;96;1;27-01-2019;17:18
768;63;16;258.85;48;5081;19;12;1;20-07-2019;20:13
769;77;99;453.4;86;8896;84;9;1;29-12-2018;22:45
770;61;73;681.45;92;13445;89;47;1;17-08-2017;14:59
771;29;26;434.1;164;8354;26;99;1;18-06-2017;02:15
772;89;76;268.95;151;5077;72;38;1;20-02-2016;16:57
773;12;96;54.6;170;752;43;16;1;29-10-2018;16:36
774;34;84;29.05;159;263;8;49;1;24-12-2019;14:27
775;27;84;268.7;22;5330;31;12;1;20-08-2017;17:24
776;2;41;686.5;51;13628;12;96;1;21-09-2017;03:17
777;20;62;239.45;37;4715;67;95;0;26-04-2019;06:47
778;43;68;65.05;69;1163;68;63;1;27-06-2019;22:36
779;58;90;669.9;142;13114;65;73;1;04-09-2017;09:51
780;87;47;667.1;55;13232;41;66;1;23-02-2016;18:08
781;69;96;166.45;117;3095;92;78;1;23-02-2018;08:14
782;25;6;652.65;79;12895;92;11;1;19-09-2017;07:13
783;43;91;256.75;152;4831;24;34;1;09-03-2019;07:23
784;28;24;344.1;18;6846;30;18;1;15-09-2017;22:09
785;38;49;14.75;41;213;35;62;1;10-06-2018;19:22
786;88;28;322.15;147;6149;61;38;1;30-08-2018;01:38
787;49;30;168.1;99;3164;61;49;1;16-04-2017;17:36
788;35;43;92.35;110;1627;3;31;1;02-12-2018;21:18
789;41;95;56.6;73;986;7;82;1;09-09-2018;14:12
790;98;50;449.45;175;8639;41;64;1;17-03-2018;02:49
791;14;60;325.4;96;6316;66;14;1;14-06-2016;19:55
792;44;11;461.15;106;9011;78;74;0;16-06-2019;07:09
793;58;90;58.3;24;1118;51;16;1;18-01-2019;10:23
794;79;19;50.15;52;899;76;32;1;14-04-2016;20:02
795;67;80;54.85;100;897;7;59;1;22-02-2017;03:12
796;6;68;445.4;15;8878;6;84;1;13-08-2018;02:53
797;17;44;271.2;57;5310;33;35;1;06-01-2016;21:32
798;43;93;671.75;114;13207;71;52;1;13-06-2018;08:02
799;39;73;421.35;48;8331;4;4;1;18-03-2017;22:12
800;64;32;460.6;9;9194;73;44;1;04-07-2018;13:14
801;45;83;61.7;95;1044;32;98;0;04-01-2019;20:09
802;60;85;207.9;133;3892;20;13;1;06-09-2019;04:57
803;24;42;466.7;9;9316;67;42;1;26-07-2019;17:13
804;22;81;692.15;85;13673;57;97;1;22-05-2016;04:58
805;38;46;519.6;44;10304;82;24;1;24-02-2019;18:48
806;39;45;582.65;118;11417;98;78;1;01-07-2018;21:01
807;5;52;421.2;157;8110;28;76;1;25-03-2017;22:00
808;59;47;151.8;59;2918;62;82;1;06-08-2016;13:49
809;69;44;351.85;52;6933;38;62;1;18-10-2016;13:56
810;31;87;155.95;51;3017;26;6;1;27-11-2016;19:42
811;46;82;423.5;27;8416;52;28;1;01-12-2018;22:24
812;23;47;656.95;62;13015;1;89;1;16-04-2016;04:48
813;65;18;239.6;174;4444;26;53;1;23-10-2019;11:37
814;51;69;182.4;116;3416;20;61;1;01-09-2018;17:11
815;67;5;357.45;143;6863;67;19;1;28-10-2018;20:50
816;63;77;356.6;96;6940;3;73;1;06-06-2016;05:37
817;2;16;575.55;171;11169;95;41;1;06-09-2018;22:56
818;74;37;332.7;79;6496;59;47;0;26-02-2017;00:03
819;84;82;486.45;11;9707;65;6;1;03-12-2018;15:40
820;66;100;685.15;156;13391;35;14;1;14-01-2016;04:42
821;54;81;217.35;171;4005;66;38;1;12-02-2019;12:33
822;88;96;187.0;19;3702;18;81;1;26-04-2017;13:25
823;53;35;630.5;107;12396;51;1;1;07-01-2017;03:31
824;18;47;102.9;18;2022;76;57;1;15-04-2017;23:42
825;27;16;643.15;35;12793;91;45;1;14-11-2016;19:33
826;96;67;173.5;106;3258;88;71;1;28-06-2019;22:44
827;18;80;89.55;61;1669;46;61;0;23-08-2019;00:49
828;24;15;190.4;165;3478;45;95;1;05-01-2019;19:05
829;20;86;604.75;177;11741;25;75;1;02-01-2019;12:31
830;8;39;726.45;42;14445;16;14;1;20-03-2018;07:46
831;67;40;382.05;176;7289;48;1;1;11-05-2019;05:16
832;89;90;44.25;61;763;69;95;1;20-03-2019;11:41
833;80;62;251.95;151;4737;80;40;1;26-06-2016;10:32
834;18;90;465.55;117;9077;60;73;1;02-03-2018;05:56
835;69;62;245.65;107;4699;52;30;1;30-01-2016;19:03
836;73;98;709.5;58;14074;93;82;1;25-01-2016;12:24
837;62;63;748.15;9;14945;46;59;1;01-05-2019;14:55
838;60;74;694.4;93;13702;79;40;0;04-11-2018;04:53
839;46;96;18.5;20;330;77;53;1;11-03-2017;23:15
840;100;15;581.4;118;11392;2;85;1;19-03-2018;08:34
841;97;10;296.55;42;5847;65;16;1;21-07-2017;19:35
842;34;46;217.65;47;4259;17;32;1;31-03-2016;08:00
843;88;76;58.55;30;1111;80;6;1;12-09-2016;17:35
844;59;89;204.0;119;3842;19;81;1;04-02-2019;10:04
845;100;70;332.25;140;6365;35;12;1;20-03-2016;20:59
846;93;18;382.8;54;7548;12;22;1;20-12-2017;11:04
847;86;54;741.35;144;14539;74;8;1;05-01-2018;19:08
848;7;73;179.15;30;3523;56;97;1;21-03-2018;15:30
849;68;36;540.2;16;10772;33;39;1;14-03-2018;05:52
850;85;36;229.2;49;4486;59;3;1;14-08-2018;06:49
851;59;82;85.3;82;1542;20;64;1;06-09-2018;13:41
852;19;79;750.4;153;14702;6;36;1;30-06-2016;15:14
853;60;18;286.0;53;5614;86;73;1;29-09-2017;10:58
854;29;52;353.05;134;6793;20;94;0;29-03-2018;04:12
855;5;64;139.8;171;2454;85;80;0;23-06-2018;03:03
856;5;87;52.25;158;729;75;63;1;05-09-2017;03:25
857;35;14;210.1;94;4014;30;14;1;06-09-2019;09:28
858;50;39;259.75;36;5123;7;34;1;13-11-2016;19:12
859;28;50;749.25;121;14743;25;83;1;07-07-2018;12:45
860;94;86;127.1;169;2204;2;62;1;11-05-2016;15:58
861;24;6;536.65;115;10503;45;86;1;17-11-2017;01:16
862;27;5;318.15;71;6221;82;8;1;22-08-2017;06:21
863;54;86;237.9;96;4566;48;55;1;11-08-2019;23:25
864;69;61;584.75;159;11377;78;4;1;12-04-2016;08:06
865;61;47;486.15;81;9561;57;84;1;20-02-2017;18:13
866;19;29;310.05;106;5989;34;43;1;11-12-2018;07:33
867;44;71;494.25;125;9635;71;73;1;22-03-2019;03:53
868;72;19;585.1;145;11412;50;30;1;19-07-2017;07:50
869;96;80;338.25;112;6541;24;3;1;11-03-2018;08:16
870;56;99;709.6;164;13864;57;89;1;11-04-2018;17:21
