License_Plate;In_Use;Capacity
BI8814DGJ78Z;1;19593624
GD86353EPDP0;0;9356466
KR5294GH9NY9;1;8323973
BI4897UHDLBY;1;5341614
LU4543H3LH2G;1;5364903
KR9625FHWWKA;1;10338928
WA3940NW2TUC;1;18611215
PO6179T2F203;1;15533383
LU5690B0CU6Z;1;12797715
TK1102KJZNSK;1;8989859
WA60670VORJB;1;12213019
WA9230IEJ3UP;1;18499065
GD0608NJ19DO;1;16836377
TK0791HX6GWP;1;17837902
PO73799QAKDS;1;10522456
WA2226CQQH8Q;1;13292292
GD1425QTWJ3H;1;8316846
CZ8622NHS850;1;15261459
LU5246E4JBF8;1;16043468
GD3536MPMV6I;1;12154459
BI2179QEHMV2;1;7939766
BI86775TTZY4;1;5325917
TK13130VFH1Z;1;12758298
PO3486D6VXFI;1;7888802
PO8376JK49Z8;0;19263512
CZ6485P17GV8;1;12580973
BI8370UQCJP6;1;19589346
KR7614A57V7N;1;13903008
PO5818VTOA44;1;11625011
KR4464NA29RJ;1;9617537
PO1434NE4KUV;1;6907654
KR4175FQO5RM;1;10706819
PO45032UTZNV;1;13959648
CZ2543B4DLBR;1;11141231
TK29451V5Z0V;1;19515710
WA0883WTUPHG;1;5672570
BI40610F86S3;0;13117020
GD2478CUT1CD;1;17929021
WA3930510SC7;1;5561741
BI8580PELX8N;1;16695517
CZ35548R77OL;1;17709436
WA0860BQAUMF;1;16341373
WA2183CB1AYT;1;7469182
TK1214BTXIAT;1;7873830
KR6547NH1144;1;19227103
LU54772AEB6B;1;19953164
KR3806ERK7NY;1;11415121
WA09976RH87T;1;8341269
CZ37735903BX;1;6850102
CZ1371LHPAU6;1;12298434
PO9346SR0PHI;1;10147157
TK8130ICEPO2;0;12788008
WA70059K79PC;1;16106879
BI9978BILVEB;1;19886649
GD5506TQ3CTS;1;14620490
PO93950LO4YS;0;5647932
KR25831R3HDS;1;17788184
GD25861FPC2I;1;18759076
CZ2625EORR1P;1;18602784
BI9600RSLK7B;1;7489132
KR1017MUFUMA;1;9445657
BI5959N8KSM3;1;17105721
KR3332ROKJON;1;10855507
PO604458KXAL;1;10547394
CZ58825NO1O4;1;12515931
GD9628764VSI;1;6366390
WA0531F1USC7;1;6678137
BI3739FAQE4M;1;7103015
GD05389CWTDZ;1;16730364
CZ3205GQRCFA;1;7719145
BI6804A33B90;1;16682087
GD3287HSP07Y;0;12334970
BI2942UPHEJ6;1;14565204
GD09116CNXL6;1;11312617
LU7446DXMBLL;1;18686344
PO90776MXNZ2;0;15523870
CZ4173UEWXV7;1;19510544
CZ89709ZGP63;0;10008098
TK72912XQ5X1;1;14843901
WA7982D8RN3B;1;16994436
GD97359WF6U1;0;8254483
KR6614S8N3AL;1;16466449
TK9996OT592H;1;9893951
TK30036016YS;1;17810843
WA1504QLKLNS;1;9633606
KR43752WZGKO;0;19037705
GD027157H9O3;1;18397025
PO3143JDJPRQ;1;13437987
KR2208G1Y0TS;1;15205788
KR2550CP6AZL;1;13407787
PO8717HTE9A5;0;13931857
KR622033MI2S;1;19868848
CZ7770R1HCHH;1;11441321
TK59415GHJDU;1;9099336
CZ4263LWRFJ5;1;12484009
CZ7604BD11P7;0;10171333
BI7099UHKY6R;1;17643582
TK5006CLANL2;1;18105105
LU6154QMQ24P;1;7871106
LU4536Q6RA4E;0;7257885
PO9675UGF7MI;0;14249378
TK2607230A8Q;1;16723197
WA4549UVFQR9;0;5989085
TK4431NAN3JM;0;13125875
GD71926NK18Y;1;7889752
WA8089JG1896;1;8125556
PO52997014IL;1;18682943
TK37708FZ3OH;1;13409648
GD9175X9MKIB;1;18991953
WA5530NEXE3J;1;7666600
WA4610XWZCF1;1;11289316
LU0659VOU0MO;1;18834195
BI9474HCEMAG;1;17120736
CZ33026JHNOB;0;16789154
PO0525OIUSLI;1;12956869
GD349895IJ9U;1;15733631
TK5179JEIILL;1;8031822
WA8666ARY721;1;13964306
BI72356RDJO0;1;6158249
PO4310SJLC40;0;15680096
GD06994NNYRO;1;7057294
WA5785W501HE;1;8319010
WA2466T1DJ5W;1;8969960
KR5998LF1NOB;1;6385544
GD05597UYREG;1;13152212
TK1405NQEFUU;1;19740769
TK4294E373D1;0;15478909
WA993853OZ6X;0;10968773
TK669173GLRL;1;16500664
BI11597UO1MF;0;10144974
LU1779BI2YF8;1;19243878
KR8638008DEY;1;15482222
GD80379JA1C2;1;12222077
LU844835UIU4;1;15023956
PO24230K72BW;1;8180875
CZ9949MKJBOY;1;12942276
BI2907DFJUE2;1;15111210
WA7593UVMZRH;1;8310431
WA07902T25TG;1;13649182
KR9531FQ1Q4N;1;13583416
KR21029DLB91;1;8767165
KR8686G8EYTB;1;16800178
TK28126QCPR3;1;13061169
PO6696D5FWEI;0;11246134
KR8734RJ2HW3;1;6376791
PO5136AFS564;1;12394101
LU3574UC8TLP;1;7428633
WA8360ODKO8F;1;15671637
CZ2732Z5VDDX;0;18018893
WA281577LQLZ;1;10844367
TK3688ROPYCT;1;7785062
LU0863PZH395;1;16578137
BI5974E2S0WB;1;11814584
WA1731KFJJ5P;0;16154800
PO98991OJIOJ;1;16656598
GD10988MTIWX;1;17660796
TK4543EYWLGV;1;12603445
BI7719AUE5X3;1;16598712
GD5851TYP97N;1;8503970
TK97152KLQHT;1;10052284
PO59958U7D6P;1;19895758
BI685435391I;1;10769984
TK88097FPJX5;1;5322413
WA5856151SDS;1;7721520
LU4799MMUW48;1;8450175
LU66439DC187;1;17935528
PO3364N4CLXE;1;19385593
CZ8281PDXOBP;1;18849890
GD5118N29M4V;1;5197536
LU3153I4R59E;1;11026608
LU7836KTFUIN;1;19032245
BI7418JRFBYR;1;11162263
KR0684A23J26;1;10722216
PO89391MD668;1;9830192
WA80761ZTKVB;0;12956247
KR5728HKVFZG;0;5272099
WA30680AHEPZ;1;18209088
LU3440USQ628;1;16316997
CZ2466U909WE;1;16185947
KR44567SX5I7;1;15287897
BI9244T3GK3H;1;8650851
GD43768H6XPP;1;5373448
TK9311KTQGWI;1;6214476
LU5136LLO6IX;1;10393263
PO1404C9YTRN;1;6320618
LU315220VFY9;1;6987044
LU4259DAIXPJ;1;10926375
CZ1155P6KXI7;1;14116448
GD95017T3HD7;1;6365125
PO69111VEADB;1;7674549
CZ6688DY4XSJ;1;9215929
TK6188V1AQRH;1;8488558
BI6537YEC3NI;1;18761589
CZ41197ORRRN;1;15920088
WA633774K5T2;1;7844225
GD415593DNGW;1;6692130
TK80713WZ3UY;1;5661638
LU7770VM4V1H;1;12696220
BI2994WLZTPH;1;10208903
PO18843TUIWI;1;12611410
TK9219R6JTG7;1;19248103
BI9987E6YY4L;1;13335853
KR22932NSIYD;1;9701221
GD69709OP2RT;1;12770344
KR1512LK2PW3;1;9703456
TK1063MSYNN0;1;17916460
BI36591LBO2Q;1;5807460
GD7038H4OXY2;1;12021380
LU7579QOWIJH;1;10146261
PO9157LDTZFB;1;5407937
BI5470JF98XY;1;12721057
PO3290FSWCJX;1;19354482
TK3312EU2Q2K;1;16959596
KR1590CPQH19;1;6918664
BI0850R9WJ13;1;10314472
GD2508GANVJL;1;11962149
WA6990XRWXFK;0;9815066
WA1099JTULG9;1;13456685
CZ555186W0CF;1;12252544
LU5679CK34OG;1;19176513
PO5180RRLIZY;1;19386166
WA9232TFFEW9;1;10740783
GD1799AOWGRM;1;8003818
GD47837O551W;0;18638384
WA9071XP0QEZ;1;11827515
TK6760GBGRWQ;1;7402690
BI2530XHRA2P;1;10065106
PO8047RU9ON1;1;14447846
BI1306YK6AS8;1;17096369
BI7292NPMZBE;1;10808452
WA9762QU7TCK;1;6762103
WA28775FAUAU;1;19136646
GD4304X4V8IJ;1;16507800
KR1501NKMJRQ;1;18366382
KR2359RRLSAW;1;13775959
KR350841X6YF;1;11189797
TK25406Y7M80;1;19832680
BI0654CCIPDM;1;7320808
TK8781670NKL;0;18239499
WA36352XG135;1;11979789
GD606776X3TE;1;12714536
PO9582V2NW82;1;6620794
CZ9967H2WF3R;1;14556240
BI5845QMLLO7;1;11429171
GD38764KHUDF;1;13462492
KR4415DS6OAO;1;18862509
LU054361QT1G;1;5740646
LU5529Y13B8V;0;17588506
GD45424QF394;1;13703785
CZ06669VCN9P;1;18573622
KR7109WJV1EJ;1;15470630
TK3061IMWODX;1;19680514
BI097619BQZZ;1;7167594
GD2979G54IW2;1;14987942
PO7335D4A3XK;0;6976676
GD2380LDYBCC;1;8087436
GD7514GWQGJU;1;13981834
TK76262YXCT8;1;6010197
KR29975FHZ73;1;19250420
TK4301V3JUBI;1;7733045
PO8196P04OKQ;0;18997444
GD8788G9KKTO;0;18888114
BI16479456BC;1;17474533
WA2727SJVT2H;1;5346648
GD671225XO5D;1;19047741
KR9315997CKP;0;5180602
TK0345C3A0YO;0;16026110
LU4234Y6349P;1;16418904
PO1870805RHD;1;8814078
KR778906C00H;1;19888103
PO788361BS4K;1;6513183
WA5571NANR38;1;9318982
KR0222KIMHR7;1;5367847
WA1218O0OLS8;1;18088635
PO62216UM4ED;1;8965483
GD1220EIKQ95;1;10222978
WA82969W5AUF;1;11071022
GD62655CTMIT;1;16656082
WA6154C03MDK;1;10329822
BI60726B1L0A;1;9480121
WA0126E1B5ZE;1;14119721
WA8646ABQMVR;1;12789807
PO8537SG7NE9;1;5886102
GD6171N9BHNM;0;11918834
KR3126NR8EBF;1;16473281
KR786707YAJJ;1;5886413
CZ4915K58NRF;1;10568319
PO5372ABY7E0;1;19053957
TK2113HORU92;1;6122515
PO57348YN3ZF;1;7041818
LU2616RYWSNF;1;14247989
WA7318KF7ZV8;1;12125021
TK5207IBVK4S;1;13093744
BI5080ZCSFMA;1;19384887
PO6951GXNXFP;1;15612403
CZ534317ZY85;0;16030060
CZ10296960QM;1;13509008
WA0263WCEXKW;1;12911125
KR3314R89N5Q;1;16813628
LU4901OLQO1J;0;15216238
BI1421EA9SBC;1;18486182
KR4725OMSK1U;1;13238260
GD3916SKXL8K;1;9445286
LU6138KEAHDZ;1;7621925
GD7899O3K12K;1;15479207
PO41274UJSJ3;1;17745689
CZ6263VR2RRS;1;12456344
GD54724I2AKH;1;8618117
TK6847JBKIR8;1;15332744
WA2976K7VGUU;1;9591643
PO80357GICOR;1;19822498
LU0739K77CEJ;1;13668765
BI0997GK34TH;1;9382253
CZ6972ZIA2TJ;1;19836605
KR2957X9WCE3;1;8514212
PO7698Q6YVR6;1;8437263
PO2308N7QVRJ;1;5757186
LU2092QZ7NLT;1;19184836
GD6998RETZX1;1;8950236
TK6895JHCOJ2;1;17923990
BI56691PX7P9;1;5469261
TK7501SYLW33;1;17760682
BI90730ZBN9L;1;6043856
KR4118I4IY2A;1;19424030
TK42121FVA81;1;12862873
CZ4066T555RP;1;18754785
GD85558VO18Q;1;11558417
GD35476NH9EY;1;17960462
BI42869IJEJZ;1;15607363
PO75050PR69P;1;6834056
WA787321YFPI;1;6056013
GD9783QV14L1;1;11710433
GD8468WTLCB7;0;17580803
KR91159ZASD3;1;19695291
WA6524N1NPB1;0;6452479
LU0120XA968L;1;19229418
GD5577GOX8EK;1;15103617
TK15809UQBY4;1;5907177
LU29526OAWOA;1;12072081
GD18683JHLAU;1;5736609
WA47975EXLMH;1;7844564
WA9229BTRFSM;1;13831414
BI8626ZUYARY;0;9062933
WA1723N6MAX1;1;16994180
BI3098JFJ357;1;12562432
LU39183MIS83;1;13093384
KR01834M57V5;0;12460220
BI8122I50KJS;1;14473407
LU9358H4N80H;1;8076971
GD76699QRH28;0;19800844
GD41691W0FL3;1;8618505
PO9798I93Y3I;1;12408824
LU3717ESRUXB;1;11621120
LU9255LBLKV3;1;9871050
LU2618ZYKOW5;1;12254069
KR955489XD0X;1;10217501
KR1237WOKJR8;1;7962081
BI9110MNFP6Q;1;16187832
GD4089OIMCNT;1;18436408
GD032823VK24;1;6274000
KR5916S0I9HG;1;10554591
PO63656TG8HL;1;14779019
TK4440AJU2UP;1;19542356
KR7373HOQF7V;0;5892295
WA5938ABUZR3;1;10460861
TK4357B1OXXX;1;5131550
CZ23594RCGFI;1;11797155
GD5452WBRADK;1;11973690
CZ7344A49L14;1;16372828
GD3698NBH2GF;1;15505195
CZ3782NNBQ1I;1;10802043
LU2765V6HCVJ;1;7007937
GD9267IQNNO3;1;6441572
GD7796PE7FA8;1;19491208
BI72771AEGCF;0;10649456
WA1477MFBVDZ;0;12787948
TK6268U2ZJG5;1;18214853
TK82500ZM9XV;1;6594073
BI2402R7WHLP;1;17893506
PO9311NT48D3;0;13940751
CZ90366Z8AVL;1;18480592
BI2103APY6L9;1;9589820
WA6533QEV7FO;1;11296350
LU0304LC0OA3;1;7012115
GD2444HKEMUI;1;11200710
WA45959DNA1I;1;18291974
LU7740WZNVG6;1;15132316
LU98475RPF8F;1;10207388
TK06434MIWLC;1;9912588
BI2030FHD10N;0;5330692
WA5434R59EWX;1;13517757
TK2608YR396D;1;13585464
CZ4640GIER4G;1;10564702
GD5374SCBFVY;1;11474871
GD8525FAHB01;1;6317772
WA5128T0079K;1;16423891
WA6442726G6P;1;14341115
BI4294HTVHZF;1;8969167
BI7883CRSB5A;1;6043943
TK1634KUUHLE;0;5405952
CZ9737LNQW86;1;11418704
LU9881VAFEVS;1;6527115
TK246796WJ2X;0;14538892
PO3217Z5GLKH;1;11803905
KR3870D8JNTI;1;10108601
CZ8400GQLDI0;1;19670374
LU2777H6UQA1;1;15964933
TK3424VTNGFQ;1;7542846
TK0511OV9YVX;1;9966286
GD6265J5RRR8;1;7622853
WA8664Z5RJLH;1;6045358
GD1423WWUKJA;0;12114954
BI0518JW2QDO;1;10087724
LU9710BB05P1;1;15836382
BI3507BN43B1;1;10121591
GD9485MJAJW3;1;6424582
WA4415XKGW0F;1;15093313
CZ639624UUXM;0;16833218
TK3876PY6LAS;1;9915469
PO55590PYNSS;1;17237732
BI9966EPY7V3;1;10134051
PO62205T6YIX;1;5469473
LU53929LANNN;1;12438370
BI60216M9428;1;17410649
GD2459E4CN05;1;16222342
BI97388WKAVV;1;7235717
PO9444QKOVSS;1;5439115
CZ7526W1LIDR;1;15803138
TK7326SMTH1Q;1;15559182
TK7722TMWC87;1;17745952
KR168418E0NG;1;5981780
LU7592T3ZAZV;1;15652338
LU7099LCVVHW;1;12664090
PO4975JW90SH;1;12102302
LU2042OCZ9ML;1;17416854
PO38907H8M7F;1;8868573
WA9386TOAB3N;1;8769706
TK11009GLC78;0;18554926
GD3051PF1TRX;0;17950219
KR5265X0F5LS;1;10184468
BI576496JAKD;1;10099196
TK6061L2EBTX;1;15386422
GD83400OO9O5;1;15985037
TK8698ESN0K5;0;18360948
WA3983YRPKI2;1;10043958
TK777726GXVG;1;8500418
PO19046IGYPD;1;14163288
GD7606SABLO3;1;9880537
CZ9441F0GF8C;1;13589615
WA3726KJA5AD;0;18901044
KR2978V47IR8;1;7886162
KR5576L7E4Z4;1;15211448
LU0168JNE9J4;1;14843989
TK3605SPPCP4;1;17455888
BI3817R1QVV1;1;10450482
PO3117IQ78WU;1;18586821
PO5223086GWY;1;18063805
KR8219XK5Y51;1;6703132
KR1951OXKF1V;1;15561143
GD0422IST6X9;1;14728495
PO93888DQ3ZM;1;15855952
WA2324J1Q2EN;1;10540496
BI51148E9M64;1;16456784
GD4894E0N8BP;1;11409682
TK84774Z5KR1;1;17172615
GD5218G955BD;1;18211802
CZ0004W1FK5B;1;8117339
BI84093F2I5M;1;5581418
KR3001DC9CHE;1;19022600
PO5221WFF45A;1;5051048
PO6061VXIZJA;1;9989383
PO2167T6LWYR;1;10739666
LU9017UD0X32;1;18234069
KR22534L4Y1A;1;19252262
KR6512IISC9V;1;12283052
PO8911Z898QB;1;14062444
KR0224CYBYIM;1;13388200
LU16253SL4PV;1;11688802
CZ81018QCYBE;1;18555209
GD8191LUZZDW;1;5556754
WA3163UQAMC3;1;12864701
LU7923PK8RAB;1;17088689
CZ0713NBYWHX;0;11364530
WA355206R12K;1;8969445
LU2110C83V0I;0;5682749
BI85254FUGNF;1;10471924
BI7648UA8PSD;1;17457225
BI3594B5SORT;1;18367613
GD2119X2ZA6G;1;17036648
GD4058M3PUO6;0;9233184
LU15764YND1Y;1;17781628
LU66593IW25O;1;6463170
CZ3761ROVO4N;1;6017185
BI8167VBJWHN;1;10859226
WA5266Z5UYHX;1;17266002
KR9172SWZZCS;1;19037605
LU15172E5QFY;1;11944228
WA1487SASF9N;1;8833236
KR7315C3D27J;1;18555068
PO03772913CN;1;16127702
WA99163KASJM;1;10138050
TK7043PKYX4D;0;13637788
TK6362GSW1FI;1;16702158
GD8708WHUMVV;1;18617844
GD5847LNA54D;1;16630462
BI8700KMGBQK;1;7573545
PO59230FT3F8;1;14827019
CZ2348I36GGK;1;7756999
LU5628WG7ID1;1;13554310
CZ3010ZHCJ0P;0;19071061
PO4301NYW1DM;1;17070014
KR7184RSNVXZ;0;14576506
KR1758OEWFEJ;1;18145831
LU2637UJ5SGZ;1;6757756
GD06599GU3RF;1;16492201
GD3842PXZQ2X;1;10654545
KR0067UCPCMY;1;5159312
BI0048L30K7X;0;13955687
BI4122HOTXGS;1;14484096
PO2305N64JWF;1;14106905
KR44837OVI16;0;8590942
GD7195FMWYRY;1;13138431
PO5904DP11UC;1;11714761
CZ215377SOZR;1;11488285
GD74878MTSAH;1;17584863
WA1684LV8Z3Y;1;12450833
CZ1264J02RWF;1;12172908
TK7508LQVVP7;1;19850358
BI6439Z0GQHQ;1;12447506
KR4592OXSX4Y;1;7566832
WA9226DP152F;1;6650516
CZ82573NUMQG;1;11690220
WA9066HRPI9K;1;9518377
LU0505M6O9OP;1;17661985
WA83399EYO5A;1;16163385
CZ7401G76R0K;1;10324480
KR30561M1ZPC;1;8548380
TK5516CBGOGL;1;10885400
LU59721VIF7F;0;18627198
KR9956YAQ3SM;1;5293964
KR5295NT5JFS;1;10005667
BI51982225CI;1;6713698
LU484599NC5C;1;7090997
CZ248077H0PJ;1;8409041
CZ5597I4EKOT;1;8310806
WA54247FTHMA;0;12234111
LU07257ILE4H;1;5669393
PO9940A5QDKS;1;19559937
GD44831OIQ88;1;18534555
CZ5849O4495K;1;11316641
PO4463JDSSNJ;1;19589928
BI4726IW5GEF;1;18523929
BI7320VZTNND;1;6800106
PO8307TW35X5;1;19685437
GD3109F7S8KK;1;19550234
WA9122HVKDP0;1;19923870
LU1543U4GJ55;1;10240802
LU0860ONV988;1;16568594
WA24472LILR9;1;15593077
CZ7759FGOS9V;1;17411271
CZ63522ALA2F;1;16252038
KR31412LA4KM;1;16051009
KR908501N1RG;0;17625629
BI5330PIH57P;1;12297918
BI5147O93V4C;1;8473843
LU7974B2I31C;1;10485153
WA5410YLM9HF;1;9885528
PO84273G949Q;1;13588897
KR1692CNXNCW;1;10427089
BI7617999G39;1;7983200
KR2045OQKW1B;1;5284716
WA8415L669IH;1;11551244
KR7901K1KHB7;1;17100919
GD5421RT1JOQ;0;10697716
GD6756TP9E2O;1;19977157
KR3364HY97O7;1;11657175
KR59902PKFMA;1;7054644
KR9299OLRI3N;1;5666938
BI06292A8ZUX;1;16924626
PO8828040088;1;13378935
BI6575DPEGCP;1;16256258
CZ4399QBKA9P;1;8754246
TK0458RK5A1T;1;6336019
PO87430MI1YB;1;9110823
BI9438B2RQ7L;0;9043464
BI1904I5KV5T;0;15300229
KR9584HHLZLX;1;17006120
CZ6358NTS70R;1;17240378
GD3431X38NT8;1;8862703
GD9594S0P1VC;1;16002868
WA5135X251FG;0;5754446
TK15391AN3IY;1;8123725
PO63126UOTO6;1;6006965
LU87642QPC4W;1;17504096
BI6531UE63MG;1;5258412
GD34391FBKON;1;8245588
LU7205IAKTH1;0;15944901
CZ57391N6TPA;1;9812147
LU6388HE9F0K;1;6030666
WA0624MRPKGQ;1;9303287
WA4738QP2F8W;1;7514474
KR14429PNEQU;1;6404227
CZ8396IPDQLZ;1;14763337
BI8859F1CTTQ;1;12817425
CZ3996JMSTM7;1;6794886
LU0180UR86WL;0;9141413
WA7282CCVN89;0;8908186
BI2226EXRPJ9;0;6810577
LU4904E2XV1A;1;16476122
KR4082Q8XP81;1;11745871
TK94920P636Y;1;17864953
TK1825MC95CD;1;7603610
TK2191UGYB5O;1;5238491
TK51554HQPY8;1;14164955
BI5935JF2I0F;1;9466588
GD6415NTZF55;0;13552345
WA341554BB07;1;10285125
KR55980Y6AUT;1;19985643
TK6203S1LFF6;1;14544167
WA1271B1SRAS;1;18045349
GD87733EZIDI;1;11072368
PO562746U756;1;16280906
KR5869R0O0JD;1;16012687
BI5290G5JNXF;1;7872039
BI52729SPMKM;1;8596728
CZ7627WIS0UI;1;18445243
LU7857YKUC3L;0;6091077
CZ4484JZPVEA;1;8686249
KR91830Z66A1;1;19280056
WA4902Q0JGHD;1;15446541
GD4070OOUVOR;0;14820254
LU7244XPZGFH;1;16280536
GD2515REF6BN;1;16028966
TK3793PEVUFS;1;19821581
KR7953ICY709;1;15459627
BI37893BH5HH;1;12207476
BI3838ZU7OZI;0;12462111
GD04121ZRQ4V;1;14955054
PO6602WQKHIL;1;15233533
KR0495S7NVF1;1;5610212
LU61576M5X25;1;19025197
BI1387X0KHS1;1;10880104
PO704603N81P;1;13708836
TK74915JMRJ9;1;10725854
WA0889C8U6FL;1;16656333
LU6170SD60LA;1;18155011
LU3194ZP0WAR;0;18206029
GD1192BRV7GI;0;10829237
GD5145ZN9U2I;1;8798075
PO97282N3WVF;1;8608047
TK6688LR67WW;1;9788533
PO4744M9IGXN;1;17795187
WA31658Z36U3;1;12915069
WA3399DLGSW3;1;12694901
WA7039A0QX20;1;19200857
KR5212WVP8NN;1;14398623
GD5881JV8KGI;1;12344467
TK24266X42WV;1;11895555
WA3314QABZ7V;1;16588087
TK1037BIJW4L;0;7844749
WA8211EAY0SQ;1;8027831
WA9626BXJQER;1;5931276
PO89454Q5WXU;1;18691536
CZ43180SV0C9;1;16003428
CZ79760HUXAM;1;6035239
GD7916NTDLHO;1;9058675
TK12613GF3AB;1;19845332
KR4784ZXWZU1;1;15813467
KR0258NXRQHY;1;11497810
TK3834QJ4YCZ;1;12632845
LU7005TUAZ9K;1;6255628
CZ5124GNZEIG;1;8409376
LU5800W7WT1S;1;15647756
CZ24572R6LYN;1;17683523
BI47307YAOZ8;1;9951084
LU0397FVD5XK;1;12296661
WA9779X7NWF3;1;19415859
WA02224U2NN3;1;8635614
LU8901ZV4GD2;1;17237501
BI8313ELCS93;0;9831477
LU7899ZML1OZ;1;14524687
LU52017KGSEG;1;16164870
WA1469H1QQ0I;1;12486038
WA50219O5ALT;1;12292964
GD8556MVLLG5;1;8768526
KR47864BWGUL;1;10116892
CZ28612B1PJN;1;16117454
BI1943QZIBUZ;1;10341775
GD0190SYBP4G;0;18080696
TK6225F4NQ5E;1;17332397
BI3553HD3YF8;1;19959710
CZ365516L7XZ;1;19244460
WA69685MEHG5;1;13891001
BI8770XMQM4Y;1;13869713
GD56521C4NC7;1;11661690
GD2779UCBPNP;1;7381803
PO5685H0O4DI;1;19783271
WA2262DPXTMU;1;15263246
TK7861NYINSM;1;12633912
CZ7635PX6DMG;1;13331097
GD29673BFICI;0;14776790
KR2464Y65JJY;1;16078554
TK7095R7S5Z6;1;13169966
PO70023LACJR;1;8418630
PO5339O3O7SC;1;14766702
LU4050NCT9UK;1;17283902
GD8808S77TUY;1;10887208
PO2660ST5AD4;1;10133108
TK9538IHWH5I;1;5215500
GD8478AI31NR;1;7962681
LU0599YLB46B;1;6166830
BI1333V18Z9Y;1;19614963
KR9837F4PMZ5;1;11382901
GD4687EL0CD3;1;12455479
LU4684DWZYO3;1;11113405
BI5932964HNN;0;7572293
CZ3129IYXLEI;1;13935040
LU4439XNHMJC;1;18304199
GD1584N1UJUF;1;13759364
LU6416S8FJEX;1;12855412
GD73080XDI0P;1;9454326
GD0610IGPCZA;1;18548976
WA87306VCRMK;1;6097038
LU1359T7SFKR;1;16449946
PO24973Y3Q55;1;16493927
WA4290V74SWE;1;15620157
KR9603RZC0DM;1;5721433
KR1094VE7QTE;1;16811059
CZ4285BN9HIG;1;19968330
LU6567YQHI0Q;1;8175527
WA3146WT4J2Z;1;9972387
KR4273HPW0JM;1;16358345
PO41213TM3EB;1;19198915
CZ7410XKYALI;1;14041355
BI77220S3VZH;1;16720801
TK46910U732Y;1;12676125
TK5444AOWGZC;1;17020710
KR9238MCW32J;1;18200064
TK355782RQ9P;1;14251907
PO74924DWMPJ;1;6223354
CZ5053O177SP;1;17778739
KR2911EMDNYK;1;13362179
BI5251N3LGE0;1;9871556
GD1862UNZGBT;1;8596337
KR1065R2ZC34;1;5391534
BI2130FLKK95;1;18436851
WA2337HUEC8U;1;8282293
PO01896KWOVC;1;7046576
PO2959L865ZI;1;16912934
GD571811HOSP;1;16223681
LU2859OILFF1;1;15623358
KR54396E9E2X;1;16061739
WA8104JPLQX1;1;18488713
BI4341RMRAOT;1;18655071
BI58014EIYKV;1;16343603
LU374712MT6L;1;19361833
CZ0325M0Y5EE;1;18604087
WA1416CSRC8W;1;14065370
LU5285CKDVZ0;1;11078415
PO5542VFD22V;1;5904442
LU0064OAD8AH;1;12125718
WA3867413DEN;1;9580415
PO3109F58L4A;1;14170510
GD3984DGNPHD;1;8941996
TK5246C8K4F7;1;5864094
LU3276D5U3YR;1;17181440
PO508311HPNX;1;6134769
CZ8202H8WGM6;1;5678271
GD5756T1G6YE;1;13087126
WA7012PDGP3B;1;13064410
KR0473VK1U7H;1;14567020
TK088506PIDW;1;10322161
CZ9695ERVZLN;1;19151460
KR6884M5TD7P;1;6548044
KR4213OFQ3R8;0;10418229
LU1564FBT5MN;1;15459937
BI6642ZN2HOB;1;11023177
PO7795Z44PR0;1;15012823
LU3662VUGX8H;1;16287231
CZ0367Z2RASU;1;12256773
CZ1683YWD6RB;1;5303018
LU3604USO6VA;1;18607259
BI7935C8QLLA;1;7035368
GD93727C8NHY;1;14417670
CZ3320S751YT;1;11008588
BI728660IY54;1;15604869
KR3599Y95C78;0;14867701
CZ3543MVY7IG;1;16553480
WA16133M3CPW;1;14101470
TK41707YB9EL;1;15045084
LU03543J03NP;1;15957814
LU1395XH6V2C;1;17911268
GD3681OV18SD;1;14616975
GD0063YOZ4RD;1;8258176
PO7406RXB3AB;1;13575575
PO11010APDHK;1;6109744
KR30653D62XJ;1;16710047
PO153691NUN8;1;16076255
CZ0312DAKMDH;1;10043514
KR077726MRYE;1;19127241
CZ2910JDRDDO;1;5248818
KR5818NM0TIC;1;16174751
TK37966SRUDR;0;9239208
CZ1249L1H29Z;0;18978161
LU7820IG1P0A;1;10893842
PO4472TLNNK0;1;17932100
BI5402H1ODAY;1;13715950
KR3336ISKP0M;1;12075408
GD7701X0D1CT;1;10228405
GD1133JBDHVC;0;15570453
TK2127IVREZ0;1;10432261
PO5631MMMR7O;1;14654508
KR099401ZVQT;1;10696643
LU9976274E9Y;1;17264059
GD9092WXXFU3;1;18181368
PO6857E1IZFV;1;13683474
LU0901NZEXW2;1;5597403
TK703755YTV2;1;11046227
PO5443KNWFWX;1;12307844
CZ7609PB6F0H;1;18315197
CZ1168BT4Q2R;1;19182519
CZ0198BXFFJG;1;13538500
LU16458PKF52;1;6729003
PO0134XID1QS;1;13070726
GD7529NBBVE5;0;16113025
TK0880ENI7P0;1;13084692
BI7748C7X7NX;1;17783209
TK1584KMNGA9;1;13034570
PO4309VYNIO8;1;11620411
BI9116S6TAW5;0;10388788
KR2354SWBNC0;1;18187271
CZ30362TO1TB;1;19716021
WA284282ZL6H;1;16487378
CZ60896CAT28;1;11992350
CZ0510BCFWVN;1;16168734
GD6108HR3PP1;1;17716101
TK78943PSBY9;1;17957963
LU590023J4CX;1;8305868
BI3458IU1C6O;0;15859938
TK9613X1LY2S;1;6880858
WA4336P9L95S;1;9156691
BI46901H1YYC;1;12919108
