Id;Longitude;Latitude;In_Use;Capacity;Name
6203;21.443297;49.040569;1;8;s8x6203
6204;15.622573;51.455674;1;18;s18x6204
6205;19.325162;53.072019;1;8;s8x6205
6206;23.932868;49.307061;1;8;s8x6206
6207;22.99845;54.363143;1;19;s19x6207
6208;16.946836;53.053194;1;12;s12x6208
6209;23.108331;49.568089;1;22;s22x6209
6210;20.078239;49.525559;1;27;s27x6210
6211;23.578171;50.778071;1;5;s5x6211
6212;20.279065;50.556301;1;22;s22x6212
6213;19.920239;51.202168;1;12;s12x6213
6214;22.031836;50.941766;1;7;s7x6214
6215;21.719234;52.305881;1;11;s11x6215
6216;19.195803;50.801319;1;5;s5x6216
6217;14.48185;49.27501;1;24;s24x6217
6218;16.524514;50.822913;1;29;s29x6218
6219;17.807257;53.713768;1;6;s6x6219
6220;21.871776;54.526344;1;29;s29x6220
6221;22.661474;50.411923;1;26;s26x6221
6222;21.806824;50.372679;1;18;s18x6222
6223;15.60871;49.683561;1;15;s15x6223
6224;15.806772;50.585686;1;30;s30x6224
6225;21.045912;52.435876;1;13;s13x6225
6226;16.365067;49.735069;1;26;s26x6226
6227;22.917109;54.175414;1;20;s20x6227
6228;22.914187;51.009251;1;23;s23x6228
6229;16.009285;52.587482;1;7;s7x6229
6230;14.356037;51.416298;1;22;s22x6230
6231;20.119678;53.102634;1;7;s7x6231
6232;23.993625;54.613737;1;14;s14x6232
6233;22.748929;52.443927;1;10;s10x6233
6234;15.028293;51.891235;0;27;s27x6234
6235;17.039159;54.606553;0;13;s13x6235
6236;15.516448;54.122391;1;21;s21x6236
6237;17.725297;51.624304;1;21;s21x6237
6238;17.721579;52.444906;1;15;s15x6238
6239;14.597655;54.022995;1;8;s8x6239
6240;16.891371;51.406131;1;14;s14x6240
6241;22.766535;54.720671;1;6;s6x6241
6242;14.393841;49.714371;0;5;s5x6242
6243;23.476735;50.383594;1;23;s23x6243
6244;23.90651;51.336561;1;17;s17x6244
6245;18.836565;49.176305;1;14;s14x6245
6246;18.869567;54.301514;1;16;s16x6246
6247;16.355802;53.132901;1;27;s27x6247
6248;16.566017;52.966999;1;29;s29x6248
6249;21.196999;53.397775;1;30;s30x6249
6250;14.210483;54.747641;1;10;s10x6250
6251;16.720624;49.002554;1;7;s7x6251
6252;15.932528;49.524646;1;22;s22x6252
6253;20.214591;50.41617;1;17;s17x6253
6254;18.684722;53.048105;1;16;s16x6254
6255;16.417042;53.031888;1;13;s13x6255
6256;24.057092;51.561852;1;12;s12x6256
6257;18.910876;49.844119;1;12;s12x6257
6258;22.646384;50.409646;1;18;s18x6258
6259;21.578723;49.350186;0;6;s6x6259
6260;17.295301;50.71678;1;29;s29x6260
6261;22.486846;52.481282;1;27;s27x6261
6262;21.263079;51.117096;1;22;s22x6262
6263;18.778921;51.842678;1;23;s23x6263
6264;20.807078;53.896581;1;9;s9x6264
6265;23.438874;53.321811;1;11;s11x6265
6266;14.420679;52.578633;1;19;s19x6266
6267;14.454153;54.550048;1;28;s28x6267
6268;22.894874;53.384139;1;11;s11x6268
6269;20.586557;49.584484;1;29;s29x6269
6270;16.396415;54.497271;1;11;s11x6270
6271;15.1445;54.739126;1;15;s15x6271
6272;18.77573;51.289942;0;26;s26x6272
6273;21.337744;51.292697;1;24;s24x6273
6274;19.31112;49.053807;1;25;s25x6274
6275;19.619316;52.571469;1;29;s29x6275
6276;15.141928;51.495947;1;12;s12x6276
6277;18.858438;50.723816;1;15;s15x6277
6278;17.632408;49.74225;1;28;s28x6278
6279;19.072638;49.773383;1;17;s17x6279
6280;19.139698;50.185606;1;25;s25x6280
6281;16.328529;49.448102;1;5;s5x6281
6282;16.418652;53.670481;1;5;s5x6282
6283;23.41738;50.223415;1;13;s13x6283
6284;20.393844;50.039992;1;23;s23x6284
6285;19.275079;51.490577;1;28;s28x6285
6286;19.638099;52.464961;1;27;s27x6286
6287;18.896509;49.829061;1;20;s20x6287
6288;17.973566;51.847327;0;20;s20x6288
6289;18.711512;53.025861;1;28;s28x6289
6290;20.585851;49.957279;1;29;s29x6290
6291;17.707479;50.865507;1;14;s14x6291
6292;14.829963;52.082182;1;23;s23x6292
6293;15.043157;52.240193;1;12;s12x6293
6294;18.331118;54.182452;0;16;s16x6294
6295;16.684818;50.420677;1;13;s13x6295
6296;16.976451;49.234613;1;21;s21x6296
6297;18.319998;50.035509;1;12;s12x6297
6298;17.171049;52.900273;1;12;s12x6298
6299;18.815522;50.709251;1;16;s16x6299
6300;15.72588;53.933812;0;17;s17x6300
6301;23.094182;49.97901;1;10;s10x6301
6302;17.33408;54.00263;1;11;s11x6302
6303;18.658237;49.925857;1;10;s10x6303
6304;23.01247;54.249446;1;25;s25x6304
6305;15.350592;54.755251;1;7;s7x6305
6306;18.890086;51.022454;1;27;s27x6306
6307;18.785664;49.768385;1;22;s22x6307
6308;24.008324;52.084175;1;19;s19x6308
6309;15.732299;54.31232;1;13;s13x6309
6310;19.36297;51.31671;0;30;s30x6310
6311;14.311022;54.349733;1;14;s14x6311
6312;21.193605;52.763031;1;17;s17x6312
6313;24.091604;50.925513;1;12;s12x6313
6314;22.394956;49.105813;1;25;s25x6314
6315;17.203448;52.164704;1;12;s12x6315
6316;14.785394;52.858643;1;26;s26x6316
6317;23.477172;54.66239;1;8;s8x6317
6318;18.900074;54.694082;0;12;s12x6318
6319;22.006734;52.153274;1;24;s24x6319
6320;16.787663;49.875344;1;11;s11x6320
6321;24.059935;52.061517;1;8;s8x6321
6322;21.449462;50.434376;1;8;s8x6322
6323;19.253516;53.238027;1;9;s9x6323
6324;14.42128;53.269797;1;6;s6x6324
6325;18.934507;54.31647;1;18;s18x6325
6326;16.482467;51.272774;1;21;s21x6326
6327;16.070636;51.570252;1;11;s11x6327
6328;16.16846;52.671449;0;10;s10x6328
6329;15.27248;51.528637;1;27;s27x6329
6330;23.354001;54.06926;1;8;s8x6330
6331;21.78206;51.303672;0;5;s5x6331
6332;14.130553;51.434475;1;6;s6x6332
6333;18.746218;54.555641;1;28;s28x6333
6334;21.306129;49.45678;1;10;s10x6334
6335;22.073232;53.836612;0;9;s9x6335
6336;14.834548;49.012128;0;26;s26x6336
6337;16.35277;49.457735;1;23;s23x6337
6338;14.766775;53.24734;1;9;s9x6338
6339;22.363947;54.042835;0;6;s6x6339
6340;23.62152;53.392537;1;16;s16x6340
6341;22.409999;49.767381;1;12;s12x6341
6342;16.321415;53.672502;1;23;s23x6342
6343;22.965055;52.648359;1;6;s6x6343
6344;17.798298;53.980159;1;13;s13x6344
6345;20.26953;52.598431;1;16;s16x6345
6346;14.374966;52.045625;1;30;s30x6346
6347;16.270125;50.366499;1;8;s8x6347
6348;15.640366;50.985842;1;8;s8x6348
6349;17.352776;50.538201;1;20;s20x6349
6350;17.264972;52.384455;1;27;s27x6350
6351;16.40432;50.477483;1;12;s12x6351
6352;21.42664;49.720709;1;24;s24x6352
6353;19.904741;49.714824;1;14;s14x6353
6354;16.940162;50.516567;1;29;s29x6354
6355;18.589407;52.900373;1;9;s9x6355
6356;18.08798;49.020552;1;29;s29x6356
6357;19.950759;54.418196;1;21;s21x6357
6358;15.004981;51.696138;1;8;s8x6358
6359;20.606864;51.042221;1;23;s23x6359
6360;21.985318;49.054466;0;9;s9x6360
6361;23.638937;54.7909;1;20;s20x6361
6362;17.564159;53.730495;1;27;s27x6362
6363;20.020539;54.37105;1;10;s10x6363
6364;17.79723;52.357467;1;12;s12x6364
6365;20.118843;53.710794;1;7;s7x6365
6366;22.169369;51.416177;1;28;s28x6366
6367;16.285399;49.014667;1;10;s10x6367
6368;14.245854;53.151458;1;26;s26x6368
6369;23.713028;54.777008;1;13;s13x6369
6370;21.382217;49.242175;1;11;s11x6370
6371;23.781774;52.258348;1;22;s22x6371
6372;15.03057;50.231827;1;23;s23x6372
6373;23.995204;49.039322;1;23;s23x6373
6374;22.025014;50.54015;1;8;s8x6374
6375;16.510785;52.194792;1;7;s7x6375
6376;18.921668;53.17682;1;16;s16x6376
6377;16.411524;49.34426;1;8;s8x6377
6378;17.761044;49.299462;1;16;s16x6378
6379;15.777585;52.538015;1;21;s21x6379
6380;20.349596;52.115623;1;16;s16x6380
6381;22.825703;50.476077;1;8;s8x6381
6382;18.575789;52.964239;1;7;s7x6382
6383;14.262359;51.451112;1;17;s17x6383
6384;19.028741;52.326945;1;22;s22x6384
6385;16.092854;50.435783;1;20;s20x6385
6386;18.590364;53.882951;0;22;s22x6386
6387;18.523501;49.703585;1;15;s15x6387
6388;21.771361;53.297653;1;16;s16x6388
6389;19.263569;50.48388;0;29;s29x6389
6390;21.583863;53.12974;1;29;s29x6390
6391;15.851787;52.179891;1;17;s17x6391
6392;14.258658;50.156655;1;12;s12x6392
6393;18.06645;51.295122;0;16;s16x6393
6394;22.071952;53.035267;0;6;s6x6394
6395;19.831899;52.435461;1;29;s29x6395
6396;20.810824;50.959226;1;17;s17x6396
6397;23.880696;49.101137;0;8;s8x6397
6398;14.251081;51.052778;1;21;s21x6398
6399;21.127583;51.590417;0;19;s19x6399
6400;23.2238;50.077644;1;15;s15x6400
6401;16.623766;49.649943;1;18;s18x6401
6402;19.788643;54.59807;1;26;s26x6402
6403;15.917282;53.405957;1;10;s10x6403
6404;21.545073;54.252717;1;15;s15x6404
6405;18.840244;49.5863;1;22;s22x6405
6406;19.114973;50.824099;1;24;s24x6406
6407;20.233616;49.963811;0;28;s28x6407
6408;17.020843;52.932294;1;5;s5x6408
6409;21.335738;53.858113;1;13;s13x6409
6410;21.355082;52.229246;1;23;s23x6410
6411;22.804446;50.75628;1;13;s13x6411
6412;20.192311;51.760211;0;8;s8x6412
6413;22.337239;53.176428;1;11;s11x6413
6414;22.858105;49.038915;1;7;s7x6414
6415;22.055747;52.559168;1;6;s6x6415
6416;18.380253;51.665743;1;26;s26x6416
6417;23.59512;53.542568;1;26;s26x6417
6418;20.466315;50.763661;1;30;s30x6418
6419;19.587901;54.051199;1;17;s17x6419
6420;18.202217;52.073852;1;5;s5x6420
6421;18.921254;52.77688;0;10;s10x6421
6422;21.322765;52.783293;1;19;s19x6422
6423;16.937127;49.410767;1;20;s20x6423
6424;23.466967;49.727362;1;29;s29x6424
6425;19.402316;52.23304;1;8;s8x6425
6426;19.874808;50.630448;1;19;s19x6426
6427;17.463262;49.925562;0;15;s15x6427
6428;15.702868;50.936521;1;20;s20x6428
6429;15.257485;53.774245;1;15;s15x6429
6430;22.642312;51.98464;1;16;s16x6430
6431;15.474313;50.664804;0;10;s10x6431
6432;20.503397;49.716633;0;28;s28x6432
6433;18.871901;53.709707;1;30;s30x6433
6434;17.406354;49.256015;1;19;s19x6434
6435;16.744184;49.589627;1;28;s28x6435
6436;19.449145;54.016412;1;12;s12x6436
6437;19.889588;54.605957;1;5;s5x6437
6438;20.587991;52.748194;0;11;s11x6438
6439;22.172549;53.887868;1;20;s20x6439
6440;22.953139;51.078572;1;20;s20x6440
6441;22.359066;50.540924;1;10;s10x6441
6442;23.296407;51.137644;1;28;s28x6442
6443;15.405063;50.13653;1;23;s23x6443
6444;14.429485;50.481193;1;13;s13x6444
6445;19.510678;54.397381;0;21;s21x6445
6446;21.932987;53.350989;1;18;s18x6446
6447;20.602044;52.725686;1;21;s21x6447
6448;16.300322;49.723211;1;28;s28x6448
6449;15.901002;49.633825;1;13;s13x6449
6450;16.364806;54.427078;1;21;s21x6450
6451;23.881143;49.361468;1;11;s11x6451
6452;21.291659;53.570204;1;5;s5x6452
6453;18.615298;54.026169;1;13;s13x6453
6454;18.218366;54.412472;1;13;s13x6454
6455;17.841909;53.91622;1;17;s17x6455
6456;16.436843;50.79785;1;26;s26x6456
6457;22.751211;54.019196;1;30;s30x6457
6458;22.001022;50.138346;1;19;s19x6458
6459;20.091261;49.677042;1;5;s5x6459
6460;16.762601;52.952798;1;6;s6x6460
6461;14.312942;53.258186;1;10;s10x6461
6462;16.404888;50.38463;1;19;s19x6462
6463;21.000454;50.758652;1;26;s26x6463
6464;19.243082;49.365685;1;25;s25x6464
6465;21.748584;49.963249;1;23;s23x6465
6466;22.930929;51.183939;0;12;s12x6466
6467;14.566912;50.728997;1;19;s19x6467
6468;18.476927;51.764594;1;6;s6x6468
6469;23.8754;50.542835;1;13;s13x6469
6470;15.936415;54.560187;1;10;s10x6470
6471;18.275575;53.108761;1;19;s19x6471
6472;15.797055;49.648726;1;30;s30x6472
6473;19.721304;50.717873;1;29;s29x6473
6474;23.261623;51.666821;1;7;s7x6474
6475;17.94793;53.292914;1;19;s19x6475
6476;18.64874;52.563349;1;8;s8x6476
6477;20.083269;53.044231;1;26;s26x6477
6478;14.731814;52.257907;0;25;s25x6478
6479;14.437396;49.883643;1;11;s11x6479
6480;22.718206;53.242586;1;10;s10x6480
6481;16.632719;53.81933;1;29;s29x6481
6482;19.897336;51.009482;1;6;s6x6482
6483;14.843405;54.276671;1;29;s29x6483
6484;23.750572;54.787403;1;30;s30x6484
6485;15.258246;50.749334;1;18;s18x6485
6486;18.179262;51.611294;1;9;s9x6486
6487;20.583033;53.110912;1;29;s29x6487
6488;15.381781;49.931416;1;14;s14x6488
6489;23.461402;53.345102;1;22;s22x6489
6490;18.374606;51.724703;1;13;s13x6490
6491;23.131197;52.723083;1;24;s24x6491
6492;16.839392;49.963838;1;25;s25x6492
6493;20.509639;50.00122;1;23;s23x6493
6494;20.461733;54.466097;1;17;s17x6494
6495;23.56273;53.412121;0;16;s16x6495
6496;23.482957;54.5757;1;9;s9x6496
6497;21.410893;49.265659;1;24;s24x6497
6498;21.567203;54.488726;1;6;s6x6498
6499;22.290179;50.537708;1;7;s7x6499
6500;20.133446;51.459484;1;21;s21x6500
6501;16.803417;53.995968;1;6;s6x6501
6502;17.574995;50.216306;1;26;s26x6502
6503;17.43631;51.04885;1;8;s8x6503
6504;20.791944;50.415917;1;24;s24x6504
6505;23.568497;53.765585;1;27;s27x6505
6506;21.925099;52.779675;0;8;s8x6506
6507;21.32415;51.277829;1;29;s29x6507
6508;21.030048;51.794575;1;15;s15x6508
6509;22.729088;53.545195;1;9;s9x6509
6510;14.957446;50.985103;0;26;s26x6510
6511;19.488323;50.602092;1;29;s29x6511
6512;21.827691;51.168195;0;6;s6x6512
6513;14.123832;53.124247;1;22;s22x6513
6514;14.229799;49.651789;1;19;s19x6514
6515;22.815853;49.021387;1;6;s6x6515
6516;16.902003;52.885937;1;22;s22x6516
6517;21.091775;54.498266;0;20;s20x6517
6518;17.39056;53.587527;1;21;s21x6518
6519;17.795231;52.384401;1;13;s13x6519
6520;22.614007;52.705528;1;10;s10x6520
6521;15.577082;51.150177;1;25;s25x6521
6522;16.720948;51.499233;0;10;s10x6522
6523;21.242742;49.25183;1;13;s13x6523
6524;15.904039;49.008759;1;20;s20x6524
6525;21.521438;52.766218;1;23;s23x6525
6526;19.882964;52.722562;1;27;s27x6526
6527;18.06379;53.150535;1;19;s19x6527
6528;19.915924;49.471059;1;12;s12x6528
6529;16.234684;53.812548;1;7;s7x6529
6530;23.671407;53.923411;1;26;s26x6530
6531;17.899722;53.498037;1;19;s19x6531
6532;15.459409;49.797644;1;25;s25x6532
6533;18.211754;50.698416;1;24;s24x6533
6534;17.28109;54.336386;1;12;s12x6534
6535;14.174471;54.150296;1;24;s24x6535
6536;19.253085;53.832617;1;28;s28x6536
6537;18.66358;50.593478;1;22;s22x6537
6538;18.219411;50.978747;0;30;s30x6538
6539;14.874238;50.312497;1;27;s27x6539
6540;19.360965;53.510137;1;6;s6x6540
6541;18.338828;51.227228;1;7;s7x6541
6542;15.083643;53.523226;1;6;s6x6542
6543;22.117781;54.188655;1;9;s9x6543
6544;23.362749;51.106478;1;10;s10x6544
6545;17.171088;50.181707;1;23;s23x6545
6546;18.716438;52.438627;1;9;s9x6546
6547;23.937674;53.226303;1;29;s29x6547
6548;19.303248;53.30836;1;24;s24x6548
6549;21.110033;51.197376;1;11;s11x6549
6550;17.70907;50.470446;1;23;s23x6550
6551;23.227971;53.417533;1;10;s10x6551
6552;17.239982;52.932778;1;29;s29x6552
6553;16.486945;49.463973;1;16;s16x6553
6554;17.726683;50.505555;1;23;s23x6554
6555;17.883387;50.02817;1;12;s12x6555
6556;23.605266;49.70282;1;8;s8x6556
6557;16.465579;54.794328;1;25;s25x6557
6558;17.266488;51.762026;1;22;s22x6558
6559;20.148361;54.045277;1;26;s26x6559
6560;18.65317;53.238017;1;8;s8x6560
6561;20.095673;53.952255;1;17;s17x6561
6562;23.115698;54.539373;1;14;s14x6562
6563;23.279546;51.41199;1;5;s5x6563
6564;18.932076;51.725109;1;8;s8x6564
6565;22.360132;49.790326;1;17;s17x6565
6566;18.440907;51.302915;1;21;s21x6566
6567;16.065152;53.48854;0;12;s12x6567
6568;14.3389;52.113542;0;30;s30x6568
6569;18.95893;51.565659;1;28;s28x6569
6570;21.299962;51.059773;1;11;s11x6570
6571;22.728995;51.031372;1;22;s22x6571
6572;17.720226;49.416673;1;25;s25x6572
6573;18.755764;54.390242;1;28;s28x6573
6574;14.942201;50.478155;1;9;s9x6574
6575;20.170755;52.139221;1;19;s19x6575
6576;22.986333;50.666195;1;22;s22x6576
6577;17.205974;53.589855;1;16;s16x6577
6578;15.020783;54.17432;1;18;s18x6578
6579;18.275319;51.86216;1;17;s17x6579
6580;18.377918;52.889833;1;19;s19x6580
6581;23.688944;52.502422;1;27;s27x6581
6582;17.811305;51.642296;1;28;s28x6582
6583;16.737957;51.02009;1;15;s15x6583
6584;23.483822;53.116533;1;27;s27x6584
6585;22.490542;49.009324;1;27;s27x6585
6586;16.716143;54.383038;0;23;s23x6586
6587;15.6662;51.366875;1;28;s28x6587
6588;16.821357;54.41414;1;13;s13x6588
6589;20.015222;52.551568;0;24;s24x6589
6590;23.164221;53.676772;1;26;s26x6590
6591;19.82307;50.239369;1;18;s18x6591
6592;17.978652;50.484944;1;11;s11x6592
6593;16.027012;51.768026;1;29;s29x6593
6594;22.670299;53.071168;1;15;s15x6594
6595;23.998856;54.424832;1;10;s10x6595
6596;15.660929;52.862465;1;10;s10x6596
6597;21.503191;53.386168;1;10;s10x6597
6598;14.449898;50.659221;1;10;s10x6598
6599;20.132739;50.368821;1;15;s15x6599
6600;22.977889;54.49941;1;21;s21x6600
6601;15.469711;53.746826;1;28;s28x6601
6602;15.871862;52.12675;1;8;s8x6602
6603;21.022255;50.073649;1;23;s23x6603
6604;14.890759;54.024261;0;18;s18x6604
6605;17.865521;51.750876;1;12;s12x6605
6606;21.74562;53.95076;1;9;s9x6606
6607;17.952652;53.866284;1;15;s15x6607
6608;16.291773;49.152948;1;25;s25x6608
6609;20.322701;53.047239;0;14;s14x6609
6610;23.273435;53.848148;1;28;s28x6610
6611;19.361103;53.017798;1;20;s20x6611
6612;24.062617;49.968182;1;13;s13x6612
6613;18.082865;50.071656;1;9;s9x6613
6614;17.346172;52.856037;1;30;s30x6614
6615;16.411645;53.312929;1;23;s23x6615
6616;23.0466;54.677629;1;22;s22x6616
6617;17.918034;54.083558;1;17;s17x6617
6618;21.017191;49.756577;0;9;s9x6618
6619;23.610843;51.3249;1;24;s24x6619
6620;17.380204;49.652437;1;10;s10x6620
6621;17.309761;52.31639;1;15;s15x6621
6622;23.824172;52.486496;1;12;s12x6622
6623;16.185426;51.61976;1;29;s29x6623
6624;21.079428;50.334248;1;14;s14x6624
6625;22.292791;50.234697;0;20;s20x6625
6626;14.757627;51.555347;1;6;s6x6626
6627;19.132031;49.246002;1;13;s13x6627
6628;20.898731;49.424947;1;25;s25x6628
6629;14.478232;51.568522;1;22;s22x6629
6630;14.853597;51.078536;1;18;s18x6630
6631;23.399377;50.087617;1;15;s15x6631
6632;22.82113;53.798159;0;23;s23x6632
6633;20.673601;52.755437;1;23;s23x6633
6634;18.124227;54.162629;0;26;s26x6634
6635;15.950184;50.977754;1;22;s22x6635
6636;19.008215;49.773868;1;10;s10x6636
6637;23.909502;51.987906;1;6;s6x6637
6638;17.568856;52.845202;1;11;s11x6638
6639;16.051707;54.302346;1;27;s27x6639
6640;19.229997;50.540108;1;15;s15x6640
6641;21.450666;53.399095;1;10;s10x6641
6642;17.382312;49.006621;1;28;s28x6642
6643;22.820654;49.036428;1;30;s30x6643
6644;23.593714;51.306531;1;7;s7x6644
6645;14.919652;49.088083;0;5;s5x6645
6646;22.392638;52.103806;1;27;s27x6646
6647;19.220112;54.547408;1;12;s12x6647
6648;18.511888;52.969749;1;11;s11x6648
6649;14.977532;53.68837;1;17;s17x6649
6650;14.23448;51.911243;1;25;s25x6650
6651;21.505826;50.210936;1;17;s17x6651
6652;21.60183;50.440682;1;6;s6x6652
6653;19.985418;53.740942;1;9;s9x6653
6654;18.839141;49.07242;1;9;s9x6654
6655;15.704148;53.10636;1;6;s6x6655
6656;23.932001;53.677773;1;14;s14x6656
6657;22.053371;53.77757;1;26;s26x6657
6658;19.139159;51.751056;1;15;s15x6658
6659;16.130938;52.514969;1;19;s19x6659
6660;21.490997;54.264589;1;19;s19x6660
6661;20.808457;54.467807;1;10;s10x6661
6662;14.525525;52.466615;1;7;s7x6662
6663;18.23133;50.115664;1;15;s15x6663
6664;23.277219;52.965227;1;29;s29x6664
6665;22.749798;53.125288;0;5;s5x6665
6666;22.893189;51.533424;1;30;s30x6666
6667;14.594993;52.612699;1;13;s13x6667
6668;14.668699;52.385923;1;9;s9x6668
6669;18.561623;54.068821;1;23;s23x6669
6670;19.257461;49.69828;1;10;s10x6670
6671;16.949754;50.281088;1;15;s15x6671
6672;19.753771;52.831917;1;28;s28x6672
6673;19.632708;49.779914;0;22;s22x6673
6674;17.479792;51.898341;1;18;s18x6674
6675;20.078185;49.813252;1;18;s18x6675
6676;22.140447;50.565703;1;28;s28x6676
6677;23.400474;50.415701;1;17;s17x6677
6678;15.614489;49.802424;1;7;s7x6678
6679;17.055335;53.360268;1;19;s19x6679
6680;20.841885;53.446997;1;12;s12x6680
6681;21.591049;49.594676;1;19;s19x6681
6682;20.140537;50.121375;1;16;s16x6682
6683;18.074152;49.070436;1;12;s12x6683
6684;19.357723;53.079638;0;19;s19x6684
6685;15.192946;51.425748;1;30;s30x6685
6686;18.514948;51.578183;1;12;s12x6686
6687;22.732512;53.51336;1;5;s5x6687
6688;22.063189;54.762759;1;27;s27x6688
6689;23.680651;51.129255;1;6;s6x6689
6690;23.120083;51.688653;1;15;s15x6690
6691;15.184949;53.686078;0;25;s25x6691
6692;18.044322;50.860562;1;20;s20x6692
6693;16.455668;53.519999;1;13;s13x6693
6694;16.396701;50.353363;1;28;s28x6694
6695;18.581949;51.414048;1;27;s27x6695
6696;19.151437;54.387195;1;10;s10x6696
6697;19.102755;53.077596;1;11;s11x6697
6698;18.688812;53.226733;1;29;s29x6698
6699;14.159339;50.365865;1;22;s22x6699
6700;18.519011;53.516653;1;12;s12x6700
6701;23.350558;49.541094;1;24;s24x6701
6702;19.742086;51.415993;1;15;s15x6702
6703;22.535604;53.389616;0;6;s6x6703
6704;18.914835;54.513009;1;17;s17x6704
6705;16.175706;53.479175;1;16;s16x6705
6706;16.230831;53.654708;1;20;s20x6706
6707;20.411347;51.529904;1;16;s16x6707
6708;21.925917;53.581089;1;5;s5x6708
6709;16.574774;51.144354;1;7;s7x6709
6710;18.51395;53.149852;0;10;s10x6710
6711;17.235649;49.536419;0;24;s24x6711
6712;23.135883;53.924665;1;15;s15x6712
6713;18.005489;49.278239;1;22;s22x6713
6714;24.093024;53.873249;1;12;s12x6714
6715;20.408984;54.697703;1;9;s9x6715
6716;21.339087;52.099762;1;5;s5x6716
6717;19.47906;54.380008;1;26;s26x6717
6718;20.184455;53.304163;1;7;s7x6718
6719;19.522763;51.624146;1;5;s5x6719
6720;22.244783;54.311824;1;7;s7x6720
6721;17.151373;49.972037;1;28;s28x6721
6722;19.078135;49.172675;1;8;s8x6722
6723;16.517769;54.172944;1;27;s27x6723
6724;15.857901;51.802096;0;14;s14x6724
6725;16.684114;51.192553;1;12;s12x6725
6726;15.116686;51.830638;1;14;s14x6726
6727;23.740042;53.268143;0;10;s10x6727
6728;18.143389;51.528939;1;12;s12x6728
6729;19.207189;50.0368;1;21;s21x6729
6730;17.375932;50.340076;1;7;s7x6730
6731;15.002001;53.754773;1;25;s25x6731
6732;23.743438;54.632351;1;6;s6x6732
6733;22.539567;51.384918;1;21;s21x6733
6734;19.224477;51.571012;1;19;s19x6734
6735;21.751135;49.240068;0;23;s23x6735
6736;20.355684;49.422337;1;24;s24x6736
6737;16.69533;49.106724;1;6;s6x6737
6738;14.441234;53.940416;1;24;s24x6738
6739;22.150862;52.388924;1;26;s26x6739
6740;23.806894;53.824348;1;29;s29x6740
6741;20.095403;49.693381;1;11;s11x6741
6742;17.978898;51.556038;1;23;s23x6742
6743;19.042385;53.192316;1;17;s17x6743
6744;14.423898;52.61761;1;6;s6x6744
6745;17.566808;50.057002;1;8;s8x6745
6746;23.049054;53.379308;0;5;s5x6746
6747;14.619435;52.476292;1;10;s10x6747
6748;15.130162;54.715349;1;23;s23x6748
6749;21.38856;53.079624;1;29;s29x6749
6750;22.340699;49.49633;1;8;s8x6750
6751;19.871862;54.577351;1;22;s22x6751
6752;18.202215;50.238618;1;15;s15x6752
6753;19.480416;53.883368;1;19;s19x6753
6754;19.858441;50.010552;1;28;s28x6754
6755;20.081016;51.863687;0;20;s20x6755
6756;23.498373;52.868132;1;7;s7x6756
6757;15.034327;52.005154;1;16;s16x6757
6758;19.94267;51.640566;0;15;s15x6758
6759;16.35625;51.1403;0;29;s29x6759
6760;14.452517;51.509584;1;10;s10x6760
6761;18.382683;51.075458;1;9;s9x6761
6762;20.87248;54.206795;1;11;s11x6762
6763;16.358188;53.407702;1;11;s11x6763
6764;18.584151;50.402377;1;9;s9x6764
6765;20.07548;52.565255;1;8;s8x6765
6766;18.710839;50.539176;0;15;s15x6766
6767;23.973372;50.847328;1;28;s28x6767
6768;17.504669;51.98865;1;29;s29x6768
6769;18.273162;51.780983;0;10;s10x6769
6770;18.171647;53.383092;1;19;s19x6770
6771;22.474531;49.596033;1;18;s18x6771
6772;15.558011;50.597454;1;16;s16x6772
6773;23.695198;53.208261;1;12;s12x6773
6774;15.802981;49.282739;1;15;s15x6774
6775;16.597199;54.543846;1;18;s18x6775
6776;16.277471;52.080805;1;28;s28x6776
6777;23.569936;49.981224;0;23;s23x6777
6778;21.637524;49.384085;1;15;s15x6778
6779;20.264793;54.038947;1;19;s19x6779
6780;20.167099;50.144153;1;18;s18x6780
6781;19.79606;49.339309;1;24;s24x6781
6782;20.78917;49.744304;1;22;s22x6782
6783;19.696685;50.325993;1;23;s23x6783
6784;17.164254;52.505133;1;25;s25x6784
6785;19.315292;50.172924;1;15;s15x6785
6786;23.262777;50.89332;1;27;s27x6786
6787;17.320482;49.288823;1;9;s9x6787
6788;17.573779;53.28534;1;9;s9x6788
6789;18.729719;53.252739;1;26;s26x6789
6790;22.897471;49.697995;1;18;s18x6790
6791;16.929821;51.161616;1;12;s12x6791
6792;21.177758;50.239308;1;28;s28x6792
6793;23.164265;50.533505;1;18;s18x6793
6794;21.848839;53.698459;1;13;s13x6794
6795;14.54679;50.165456;1;19;s19x6795
6796;14.230582;51.013186;1;27;s27x6796
6797;15.882623;49.996593;0;28;s28x6797
6798;21.34964;54.526747;1;14;s14x6798
6799;22.090374;52.872042;1;25;s25x6799
6800;22.895721;51.823727;1;7;s7x6800
6801;21.129367;52.62242;1;16;s16x6801
6802;19.816319;51.653215;1;12;s12x6802
6803;21.297726;53.728015;0;18;s18x6803
6804;22.778998;53.22444;1;11;s11x6804
6805;19.846182;50.667531;1;13;s13x6805
6806;23.078088;50.94426;0;14;s14x6806
6807;16.116567;54.044869;1;21;s21x6807
6808;18.877406;51.32748;1;26;s26x6808
6809;17.051768;50.809309;1;18;s18x6809
